symbol,trade_date,exchange,segment,trade_type,quantity,price,order_id,order_execution_time,strike_price,expiry_date,options_type,assets_type,entry_date,entry_time,exit_date,exit_time,breakeven_point,avg_buy_price,avg_sell_price,net_pnl,status,roi
INDIAMART,2022-05-30,NSE,EQ,sell,80.0,4624.45,1100000000450937,09:30:53,,,,cash,2022-05-30,09:07:29,2022-05-30,09:30:53,2,4624.45,4568.4,4484.0,0,0.0123
INDIAMART,2022-08-26,NSE,EQ,sell,140.0,4303.0,1100000001255542,09:23:16,,,,cash,2022-08-26,09:17:31,2022-08-26,09:23:16,4,4303.0,4324.0,-2940.0,1,-0.0049
INDIAMART,2022-09-05,NSE,EQ,sell,88.0,4735.0,1100000001083629,09:20:56,,,,cash,2022-09-05,09:17:08,2022-09-05,09:20:56,2,4735.0,4774.0,-3432.0,1,-0.0082
AMBUJACEM,2022-04-11,NSE,EQ,sell,800.0,345.5,1000000001899535,09:28:55,,,,cash,2022-04-11,09:07:32,2022-04-11,09:28:55,2,345.5,338.45,5640.0,0,0.0208
AMBUJACEM,2022-04-12,NSE,EQ,sell,1740.0,359.9,1000000002141677,09:34:59,,,,cash,2022-04-12,09:15:00,2022-04-12,09:34:59,2,359.9,364.25,-7569.0,1,-0.0119
AMBUJACEM,2022-08-17,NSE,EQ,sell,2500.0,401.65,1000000000662735,09:18:37,,,,cash,2022-08-17,09:07:13,2022-08-17,09:18:37,2,401.65,398.75,7250.0,0,0.0073
AMBUJACEM,2022-08-17,NSE,EQ,sell,770.0,403.95,1000000003911484,09:59:42,,,,cash,2022-08-17,09:56:42,2022-08-17,09:59:42,2,403.95,403.3,500.5,0,0.0016
AMBUJACEM,2022-08-22,NSE,EQ,buy,360.0,410.0,1000000006018770,14:42:27,,,,cash,2022-08-22,10:05:13,2022-08-22,14:42:27,5,416.7083333333333,412.6388888888889,1465.0,0,-0.0098
AMBUJACEM,2022-09-07,NSE,EQ,sell,2800.0,443.9,1000000000982867,09:19:41,,,,cash,2022-09-07,09:07:57,2022-09-07,09:19:41,2,443.9,440.05,10780.0,0,0.0087
AMBUJACEM,2022-09-07,NSE,EQ,sell,448.0,446.45,1000000002098801,09:32:29,,,,cash,2022-09-07,09:26:36,2022-09-07,09:32:29,2,446.45,442.9,1590.4,0,0.008
AMBUJACEM,2022-09-08,NSE,EQ,sell,1700.0,450.0,1000000000570102,09:18:35,,,,cash,2022-09-08,09:07:58,2022-09-08,09:18:35,3,450.0,453.95,-6715.0,1,-0.0087
AMBUJACEM,2022-09-19,NSE,EQ,sell,900.0,560.9,1000000009993125,10:48:13,,,,cash,2022-09-19,10:33:03,2022-09-19,10:48:13,8,561.0555555555555,561.7022222222222,-582.0,1,-0.0012
AMBUJACEM,2022-09-19,NSE,EQ,buy,80.0,557.05,1000000011544547,10:56:28,,,,cash,2022-09-19,10:52:38,2022-09-19,10:56:28,3,558.925,560.9,-158.0,1,0.0035
AMBUJACEM,2022-09-19,NSE,EQ,sell,200.0,560.25,1000000013756404,11:26:16,,,,cash,2022-09-19,10:58:36,2022-09-19,11:26:16,3,560.25,562.2,-390.0,1,-0.0035
AMBUJACEM,2022-09-19,NSE,EQ,sell,60.0,564.4,1000000016726504,12:08:30,,,,cash,2022-09-19,11:59:11,2022-09-19,12:08:30,3,564.4,566.7,-138.0,1,-0.0041
AMBUJACEM,2022-09-21,NSE,EQ,sell,1300.0,550.0,1000000019481839,13:45:02,,,,cash,2022-09-21,12:53:57,2022-09-21,13:45:02,13,545.3192307692308,544.3046153846154,1319.0,0,0.0019
AMBUJACEM,2022-09-22,NSE,EQ,sell,360.0,539.4,1000000010401658,10:54:21,,,,cash,2022-09-22,10:48:14,2022-09-22,10:54:21,4,539.3027777777778,540.0416666666666,-266.0,1,-0.0014
AMBUJACEM,2022-10-17,NSE,EQ,sell,600.0,508.15,1000000006612503,11:04:46,,,,cash,2022-10-17,10:30:22,2022-10-17,11:04:46,2,508.15,505.5,1590.0,0,0.0052
SYNGENE,2022-04-11,NSE,EQ,sell,1090.0,665.0,1300000020984871,15:20:58,,,,cash,2022-04-11,09:07:32,2022-04-11,15:20:58,3,666.9174311926605,654.8,13208.0,0,0.0185
SYNGENE,2022-07-14,NSE,EQ,sell,740.0,601.3,1300000000425079,09:25:45,,,,cash,2022-07-14,09:07:06,2022-07-14,09:25:45,2,601.3,595.0,4662.0,0,0.0106
TORNTPOWER,2022-04-13,NSE,EQ,sell,570.0,560.3,1300000004537007,10:18:27,,,,cash,2022-04-13,09:07:04,2022-04-13,10:18:27,2,560.3,548.5,6726.0,0,0.0215
TORNTPOWER,2022-04-19,NSE,EQ,sell,1500.0,566.4,1300000003214928,09:37:15,,,,cash,2022-04-19,09:07:32,2022-04-19,09:37:15,4,567.0533333333333,571.2033333333334,-6225.0,1,-0.0073
PIDILITIND,2022-04-13,NSE,EQ,sell,100.0,2368.35,1200000013551699,15:10:39,,,,cash,2022-04-13,12:53:44,2022-04-13,15:10:39,2,2368.35,2369.0,-65.0,1,-0.0003
PIDILITIND,2022-05-04,NSE,EQ,buy,90.0,2395.05,1200000000393070,09:16:24,,,,cash,2022-05-04,09:07:04,2022-05-04,09:16:24,2,2413.0,2395.05,1615.5,0,-0.0074
PIDILITIND,2022-08-05,NSE,EQ,sell,230.0,2602.55,1200000002098489,10:33:41,,,,cash,2022-08-05,09:31:30,2022-08-05,10:33:41,2,2602.55,2627.2,-5669.5,1,-0.0094
EICHERMOT,2022-04-21,NSE,EQ,sell,250.0,2565.5,1100000004606104,11:06:30,,,,cash,2022-04-21,09:29:11,2022-04-21,11:06:30,3,2565.5,2557.94,1890.0,0,0.003
EICHERMOT,2022-08-02,NSE,EQ,sell,56.0,3025.0,1100000002869137,09:33:58,,,,cash,2022-08-02,09:32:33,2022-08-02,09:33:58,2,3025.0,3001.0,1344.0,0,0.008
EICHERMOT,2022-08-29,NSE,EQ,buy,300.0,3291.0,1100000001362889,09:21:13,,,,cash,2022-08-29,09:16:02,2022-08-29,09:21:13,2,3265.0,3291.0,-7800.0,1,0.008
POLYCAB,2022-04-22,NSE,EQ,sell,120.0,2715.0,1200000014170727,13:43:17,,,,cash,2022-04-22,09:07:55,2022-04-22,13:43:17,2,2715.0,2758.8,-5256.0,1,-0.0159
POLYCAB,2022-07-29,NSE,EQ,sell,240.0,2320.6,1200000001049099,09:27:15,,,,cash,2022-07-29,09:07:23,2022-07-29,09:27:15,2,2320.6,2294.0,6384.0,0,0.0116
POLYCAB,2022-08-11,NSE,EQ,sell,310.0,2429.15,1200000000206233,09:45:57,,,,cash,2022-08-11,09:07:02,2022-08-11,09:45:57,2,2429.15,2446.05,-5239.0,1,-0.0069
COLPAL,2022-04-25,NSE,EQ,sell,420.0,1616.6,1000000015029772,13:16:56,,,,cash,2022-04-25,09:16:41,2022-04-25,13:16:56,6,1616.4785714285715,1603.557142857143,5427.0,0,0.0081
COLPAL,2022-08-29,NSE,EQ,sell,220.0,1634.0,1000000012596236,12:42:33,,,,cash,2022-08-29,12:03:16,2022-08-29,12:42:33,4,1635.209090909091,1642.5636363636363,-1618.0,1,-0.0045
COLPAL,2022-08-30,NSE,EQ,sell,344.0,1640.7,1000000004230746,10:10:26,,,,cash,2022-08-30,09:24:09,2022-08-30,10:10:26,3,1640.7,1642.8639534883719,-744.4,1,-0.0013
LALPATHLAB,2022-04-28,NSE,EQ,sell,120.0,2775.0,1200000000873409,09:19:47,,,,cash,2022-04-28,09:15:46,2022-04-28,09:19:47,2,2775.0,2809.0,-4080.0,1,-0.0121
LALPATHLAB,2022-09-14,NSE,EQ,buy,200.0,2408.1,1200000002508312,09:49:25,,,,cash,2022-09-14,09:24:49,2022-09-14,09:49:25,3,2408.765,2408.1,133.0,0,-0.0003
MFSL,2022-04-29,NSE,EQ,sell,700.0,772.15,1200000001135990,10:22:16,,,,cash,2022-04-29,09:07:14,2022-04-29,10:22:16,2,772.15,766.35,4060.0,0,0.0076
MFSL,2022-06-01,NSE,EQ,sell,500.0,811.45,1200000014430801,13:33:41,,,,cash,2022-06-01,13:13:19,2022-06-01,13:33:41,2,811.45,820.0,-4275.0,1,-0.0104
WIPRO,2022-05-02,NSE,EQ,buy,540.0,494.9,1300000019575728,15:18:05,,,,cash,2022-05-02,14:36:29,2022-05-02,15:18:05,2,493.95,494.9,-513.0,1,0.0019
WIPRO,2022-08-11,NSE,EQ,sell,1160.0,438.25,1300000005804858,15:16:13,,,,cash,2022-08-11,09:57:31,2022-08-11,15:16:13,2,438.25,438.0,290.0,0,0.0006
PETRONET,2022-05-05,NSE,EQ,sell,2000.0,218.9,1200000001532163,10:46:03,,,,cash,2022-05-05,09:25:21,2022-05-05,10:46:03,2,218.9,216.75,4300.0,0,0.0099
ABB,2022-05-10,NSE,EQ,sell,176.0,2224.7,1000000000757209,09:18:51,,,,cash,2022-05-10,09:15:34,2022-05-10,09:18:51,2,2224.7,2306.0,-14308.8,1,-0.0353
GNFC,2022-05-11,NSE,EQ,sell,380.0,737.0,1100000013721563,12:06:15,,,,cash,2022-05-11,09:07:45,2022-05-11,12:06:15,2,737.0,838.0,-38380.0,1,-0.1205
SUNPHARMA,2022-05-16,NSE,EQ,sell,460.0,891.8,1300000003007156,09:41:56,,,,cash,2022-05-16,09:18:35,2022-05-16,09:41:56,2,891.8,882.5,4278.0,0,0.0105
SUNPHARMA,2022-05-16,NSE,EQ,sell,200.0,893.8,1300000003887774,10:21:58,,,,cash,2022-05-16,09:47:49,2022-05-16,10:21:58,2,893.8,887.5,1260.0,0,0.0071
HONAUT,2022-05-17,NSE,EQ,sell,20.0,32155.0,1100000010496731,13:12:51,,,,cash,2022-05-17,09:07:30,2022-05-17,13:12:51,3,32160.6,32500.0,-6788.0,1,-0.0104
HONAUT,2022-08-18,NSE,EQ,sell,4.0,43827.0,1100000000859960,09:20:00,,,,cash,2022-08-18,09:07:40,2022-08-18,09:20:00,2,43827.0,43531.95,1180.2,0,0.0068
OFSS,2022-05-17,NSE,EQ,buy,60.0,3148.3,1200000001964147,09:36:27,,,,cash,2022-05-17,09:29:26,2022-05-17,09:36:27,2,3160.5,3148.3,732.0,0,-0.0039
PIIND,2022-05-19,NSE,EQ,sell,320.0,2634.35,1200000004198023,09:51:15,,,,cash,2022-05-19,09:35:26,2022-05-19,09:51:15,4,2635.5,2614.425,6744.0,0,0.0081
PIIND,2022-08-04,NSE,EQ,sell,144.0,3159.6,1200000001802449,09:38:29,,,,cash,2022-08-04,09:26:39,2022-08-04,09:38:29,2,3159.6,3191.65,-4615.2,1,-0.01
PIIND,2022-09-22,NSE,EQ,buy,160.0,3101.0,1200000016895612,12:48:47,,,,cash,2022-09-22,12:14:58,2022-09-22,12:48:47,4,3087.4375,3102.5,-2410.0,1,0.0049
MINDTREE,2022-05-24,NSE,EQ,buy,132.0,2896.0,1200000009475667,12:11:20,,,,cash,2022-05-24,11:25:24,2022-05-24,12:11:20,2,2878.9,2896.0,-2257.2,1,0.0059
SHREECEM,2022-05-27,NSE,EQ,sell,40.0,21944.35,1300000020074012,15:20:51,,,,cash,2022-05-27,09:07:52,2022-05-27,15:20:51,2,21944.35,21700.0,9774.0,0,0.0113
SHREECEM,2022-09-09,NSE,EQ,sell,2.0,25214.95,1300000011726511,11:51:30,,,,cash,2022-09-09,11:47:59,2022-09-09,11:51:30,2,25214.95,25158.0,113.9,0,0.0023
SHREECEM,2022-09-09,NSE,EQ,sell,4.0,24943.45,1300000016530116,13:20:13,,,,cash,2022-09-09,11:51:30,2022-09-09,13:20:13,4,25004.675000000003,25250.0,-981.3,1,-0.0097
TORNTPHARM,2022-05-27,NSE,EQ,sell,160.0,2947.25,1300000020075122,15:20:52,,,,cash,2022-05-27,09:07:52,2022-05-27,15:20:52,2,2947.25,2915.0,5160.0,0,0.0111
TORNTPHARM,2022-08-17,NSE,EQ,sell,360.0,1567.9,1300000002703175,09:35:40,,,,cash,2022-08-17,09:15:38,2022-08-17,09:35:40,3,1565.9444444444443,1573.7,-2792.0,1,-0.0049
TORNTPHARM,2022-09-30,NSE,EQ,sell,330.0,1558.9,1300000002682813,09:30:48,,,,cash,2022-09-30,09:07:08,2022-09-30,09:30:48,2,1558.9,1548.9,3300.0,0,0.0065
CROMPTON,2022-05-31,NSE,EQ,sell,908.0,355.25,1000000000762329,09:32:42,,,,cash,2022-05-31,09:07:05,2022-05-31,09:32:42,2,355.25,353.3999999999999,1679.8,0,0.0052
CROMPTON,2022-08-25,NSE,EQ,sell,60.0,408.5,1000000007952435,10:37:06,,,,cash,2022-08-25,10:33:19,2022-08-25,10:37:06,2,408.5,411.7,-192.0,1,-0.0078
CROMPTON,2022-08-25,NSE,EQ,buy,60.0,409.9,1000000008279484,10:38:55,,,,cash,2022-08-25,10:38:38,2022-08-25,10:38:55,2,409.95,409.9,3.0,0,-0.0001
CROMPTON,2022-08-25,NSE,EQ,sell,260.0,409.5,1000000019146144,13:25:19,,,,cash,2022-08-25,12:39:44,2022-08-25,13:25:19,3,409.5,412.15384615384613,-690.0,1,-0.0064
BALKRISIND,2022-06-01,NSE,EQ,sell,480.0,2353.6,1000000005747976,12:17:19,,,,cash,2022-06-01,09:07:15,2022-06-01,12:17:19,3,2353.6,2339.1666666666665,6928.0,0,0.0062
BALKRISIND,2022-08-03,NSE,EQ,sell,280.0,2439.0,1000000000700222,09:19:29,,,,cash,2022-08-03,09:07:20,2022-08-03,09:19:29,2,2439.0,2440.0,-280.0,1,-0.0004
MRF,2022-06-01,NSE,EQ,buy,2.0,76800.0,1200000004386110,09:57:34,,,,cash,2022-06-01,09:51:10,2022-06-01,09:57:34,2,77050.0,76800.0,500.0,0,-0.0032
MRF,2022-10-31,NSE,EQ,sell,8.0,90112.0,1200000001703260,09:24:27,,,,cash,2022-10-31,09:07:19,2022-10-31,09:24:27,2,90112.0,89368.3,5949.6,0,0.0083
ASTRAL,2022-06-01,NSE,EQ,sell,250.0,1799.95,1000000013337614,13:59:10,,,,cash,2022-06-01,13:10:43,2022-06-01,13:59:10,3,1799.95,1814.06,-3527.5,1,-0.0078
ASTRAL,2022-08-05,NSE,EQ,sell,240.0,1962.25,1000000004329707,10:30:31,,,,cash,2022-08-05,09:07:55,2022-08-05,10:30:31,3,1962.1916666666666,1980.4,-4370.0,1,-0.0092
ASTRAL,2022-09-08,NSE,EQ,sell,310.0,2472.85,1000000000689113,09:17:37,,,,cash,2022-09-08,09:07:58,2022-09-08,09:17:37,2,2472.85,2456.1,5192.5,0,0.0068
ASTRAL,2022-09-14,NSE,EQ,buy,140.0,2427.0,1000000001771933,09:27:22,,,,cash,2022-09-14,09:20:46,2022-09-14,09:27:22,2,2407.0,2427.0,-2800.0,1,0.0083
ASTRAL,2022-09-16,NSE,EQ,sell,270.0,2485.0,1000000003208445,09:35:18,,,,cash,2022-09-16,09:07:49,2022-09-16,09:35:18,2,2485.0,2505.45,-5521.5,1,-0.0082
METROPOLIS,2022-06-06,NSE,EQ,sell,170.0,1686.0,1200000000747949,09:18:52,,,,cash,2022-06-06,09:07:30,2022-06-06,09:18:52,2,1686.0,1654.45,5363.5,0,0.0191
METROPOLIS,2022-11-02,NSE,EQ,sell,180.0,1768.8,1200000000627762,09:17:17,,,,cash,2022-11-02,09:07:38,2022-11-02,09:17:17,2,1768.8,1770.0,-216.0,1,-0.0007
DALBHARAT,2022-06-09,NSE,EQ,sell,666.0,1279.0,1100000001874899,09:43:22,,,,cash,2022-06-09,09:29:59,2022-06-09,09:43:22,2,1279.0,1272.0,4662.0,0,0.0055
DALBHARAT,2022-09-08,NSE,EQ,sell,20.0,1634.9,1100000012725936,12:02:47,,,,cash,2022-09-08,12:00:01,2022-09-08,12:02:47,2,1634.9,1634.05,17.0,0,0.0005
DALBHARAT,2022-09-09,NSE,EQ,sell,600.0,1665.9,1100000000732403,09:24:38,,,,cash,2022-09-09,09:07:03,2022-09-09,09:24:38,2,1665.9,1654.0,7140.0,0,0.0072
DALBHARAT,2022-09-14,NSE,EQ,buy,30.0,1753.55,1100000017626356,13:14:05,,,,cash,2022-09-14,12:34:05,2022-09-14,13:14:05,4,1749.9,1753.6666666666667,-113.0,1,0.0022
BAJAJ-AUTO,2022-06-24,NSE,EQ,sell,250.0,3830.0,1000000000611853,09:35:14,,,,cash,2022-06-24,09:07:05,2022-06-24,09:35:14,2,3830.0,3800.8,7300.0,0,0.0077
BAJAJ-AUTO,2022-10-12,NSE,EQ,sell,130.0,3617.7,1000000019526679,13:49:44,,,,cash,2022-10-12,11:43:17,2022-10-12,13:49:44,5,3617.7,3632.6576923076923,-1944.5,1,-0.0041
MCX,2022-07-01,NSE,EQ,sell,200.0,1298.0,1200000004404454,10:05:34,,,,cash,2022-07-01,09:29:14,2022-07-01,10:05:34,2,1298.0,1314.0,-3200.0,1,-0.0122
MCX,2022-08-12,NSE,EQ,sell,760.0,1312.25,1200000001479856,09:28:59,,,,cash,2022-08-12,09:16:17,2022-08-12,09:28:59,2,1312.25,1319.0,-5130.0,1,-0.0051
BOSCHLTD,2022-07-04,NSE,EQ,sell,80.0,15705.0,1000000000791093,09:21:14,,,,cash,2022-07-04,09:15:18,2022-07-04,09:21:14,2,15705.0,15686.3,1496.0,0,0.0012
BOSCHLTD,2022-08-02,NSE,EQ,buy,30.0,17739.0,1000000001325849,09:24:17,,,,cash,2022-08-02,09:15:59,2022-08-02,09:24:17,2,17582.0,17739.0,-4710.0,1,0.0089
MANAPPURAM,2022-07-04,NSE,EQ,buy,1250.0,90.45,1200000006377651,12:15:49,,,,cash,2022-07-04,10:49:33,2022-07-04,12:15:49,2,91.15,90.45,875.0,0,-0.0077
SIEMENS,2022-07-07,NSE,EQ,sell,260.0,2643.35,1300000003501010,09:49:00,,,,cash,2022-07-07,09:07:21,2022-07-07,09:49:00,2,2643.35,2655.0,-3029.0,1,-0.0044
NAM-INDIA,2022-07-11,NSE,EQ,sell,1000.0,301.0,1200000010947016,13:18:52,,,,cash,2022-07-11,13:16:07,2022-07-11,13:18:52,2,301.0,299.8,1200.0,0,0.004
NAM-INDIA,2022-07-11,NSE,EQ,sell,2000.0,299.9,1200000015414217,15:18:43,,,,cash,2022-07-11,13:45:29,2022-07-11,15:18:43,2,299.9,297.7,4400.0,0,0.0074
NAM-INDIA,2022-08-24,NSE,EQ,buy,500.0,317.6,1200000006940646,10:24:40,,,,cash,2022-08-24,10:04:32,2022-08-24,10:24:40,2,317.3,317.6,-150.0,1,0.0009
PERSISTENT,2022-07-21,NSE,EQ,sell,118.0,3471.0,1200000000510471,09:17:28,,,,cash,2022-07-21,09:07:40,2022-07-21,09:17:28,2,3471.0,3515.0,-5192.0,1,-0.0125
PERSISTENT,2022-07-21,NSE,EQ,sell,44.0,3570.9,1200000003475843,10:17:54,,,,cash,2022-07-21,09:54:18,2022-07-21,10:17:54,2,3570.9,3552.65,803.0,0,0.0051
PERSISTENT,2022-10-06,NSE,EQ,buy,100.0,3508.0,1200000009849176,11:05:14,,,,cash,2022-10-06,10:50:44,2022-10-06,11:05:14,2,3492.0,3508.0,-1600.0,1,0.0046
AARTIIND,2022-07-22,NSE,EQ,sell,700.0,771.55,1000000002636270,09:40:50,,,,cash,2022-07-22,09:07:52,2022-07-22,09:40:50,2,771.55,781.2,-6755.0,1,-0.0124
AARTIIND,2022-07-22,NSE,EQ,sell,2.0,767.05,1000000008930493,12:06:04,,,,cash,2022-07-22,12:05:25,2022-07-22,12:06:04,2,767.05,766.4,1.3,0,0.0008
AARTIIND,2022-08-10,NSE,EQ,buy,680.0,815.0,1000000002497872,09:49:09,,,,cash,2022-08-10,09:34:41,2022-08-10,09:49:09,2,819.8,815.0,3264.0,0,-0.0059
RAMCOCEM,2022-07-25,NSE,EQ,sell,888.0,692.4,1300000000330429,09:15:29,,,,cash,2022-07-25,09:07:20,2022-07-25,09:15:29,2,692.4,700.0,-6748.8,1,-0.0109
DELTACORP,2022-07-26,NSE,EQ,sell,800.0,192.55,1100000005740209,10:47:35,,,,cash,2022-07-26,10:18:19,2022-07-26,10:47:35,2,192.55,193.6,-840.0,1,-0.0054
DELTACORP,2022-08-24,NSE,EQ,sell,200.0,214.8,1100000010369851,11:11:51,,,,cash,2022-08-24,10:54:58,2022-08-24,11:11:51,2,214.8,215.1,-60.0,1,-0.0014
DELTACORP,2022-09-02,NSE,EQ,sell,840.0,214.4,1100000013456089,12:04:48,,,,cash,2022-09-02,10:27:43,2022-09-02,12:04:48,5,214.4,215.54285714285714,-960.0,1,-0.0053
SPANDANA,2022-07-28,NSE,EQ,buy,400.0,442.0,1300000005673410,10:20:56,,,,cash,2022-07-28,10:11:34,2022-07-28,10:20:56,2,445.45,442.0,1380.0,0,-0.0077
BHARATFORG,2022-07-29,NSE,EQ,sell,760.0,739.3,1000000002545645,09:36:21,,,,cash,2022-07-29,09:07:23,2022-07-29,09:36:21,2,739.3,737.2,1596.0,0,0.0028
BHARATFORG,2022-07-29,NSE,EQ,buy,2.0,735.35,1000000014001316,13:52:47,,,,cash,2022-07-29,13:51:57,2022-07-29,13:52:47,2,735.0,735.35,-0.7,1,0.0005
BATAINDIA,2022-08-01,NSE,EQ,sell,180.0,1960.15,1000000000520054,09:23:18,,,,cash,2022-08-01,09:07:51,2022-08-01,09:23:18,2,1960.15,1977.95,-3204.0,1,-0.009
BATAINDIA,2022-08-01,NSE,EQ,sell,150.0,1954.15,1000000002545803,10:43:01,,,,cash,2022-08-01,09:24:36,2022-08-01,10:43:01,2,1954.15,1969.0,-2227.5,1,-0.0075
BATAINDIA,2022-08-04,NSE,EQ,buy,164.0,1905.5,1000000001885397,11:30:37,,,,cash,2022-08-04,09:29:25,2022-08-04,11:30:37,2,1918.0,1905.5,2050.0,0,-0.0065
BATAINDIA,2022-08-17,NSE,EQ,sell,260.0,1955.0,1000000001012368,09:22:43,,,,cash,2022-08-17,09:07:13,2022-08-17,09:22:43,2,1955.0,1971.25,-4225.0,1,-0.0082
BATAINDIA,2022-09-13,NSE,EQ,sell,10.0,1948.75,1000000010308147,11:41:25,,,,cash,2022-09-13,10:42:11,2022-09-13,11:41:25,2,1948.75,1971.5,-227.5,1,-0.0115
TATASTEEL,2022-08-01,NSE,EQ,sell,2800.0,111.35,1300000000582532,09:16:24,,,,cash,2022-08-01,09:07:51,2022-08-01,09:16:24,2,111.35,110.5,2380.0,0,0.0077
TATASTEEL,2022-08-12,NSE,EQ,sell,1000.0,111.15,1300000004796850,10:29:44,,,,cash,2022-08-12,09:51:16,2022-08-12,10:29:44,2,111.15,112.0,-850.0,1,-0.0076
TATASTEEL,2022-08-29,NSE,EQ,buy,600.0,104.6,1300000009770346,10:46:43,,,,cash,2022-08-29,10:45:13,2022-08-29,10:46:43,2,104.7,104.6,60.0,0,-0.001
NAVINFLUOR,2022-08-08,NSE,EQ,sell,110.0,4453.0,1200000004552434,10:01:37,,,,cash,2022-08-08,09:07:18,2022-08-08,10:01:37,3,4453.0,4497.0,-4840.0,1,-0.0098
NAVINFLUOR,2022-08-08,NSE,EQ,buy,110.0,4455.8,1200000020046389,15:20:57,,,,cash,2022-08-08,10:29:34,2022-08-08,15:20:57,2,4503.5,4455.8,5247.0,0,-0.0106
MGL,2022-08-08,NSE,EQ,sell,606.0,822.0,1200000001941040,09:29:12,,,,cash,2022-08-08,09:27:44,2022-08-08,09:29:12,2,822.0,817.0,3030.0,0,0.0061
MGL,2022-08-10,NSE,EQ,sell,1224.0,814.3,1200000000235796,09:16:29,,,,cash,2022-08-10,09:07:49,2022-08-10,09:16:29,3,814.3,822.0,-9424.8,1,-0.0094
MGL,2022-08-11,NSE,EQ,sell,576.0,853.2,1200000003002840,10:06:16,,,,cash,2022-08-11,09:38:16,2022-08-11,10:06:16,2,853.2,848.1,2937.6,0,0.006
MGL,2022-08-17,NSE,EQ,sell,140.0,909.0,1200000005755232,10:44:24,,,,cash,2022-08-17,10:21:57,2022-08-17,10:44:24,2,909.0,904.15,679.0,0,0.0054
HINDPETRO,2022-08-08,NSE,EQ,sell,2000.0,238.25,1100000002322661,09:41:53,,,,cash,2022-08-08,09:31:43,2022-08-08,09:41:53,2,238.25,236.65,3200.0,0,0.0068
HINDPETRO,2022-09-08,NSE,EQ,sell,660.0,250.4,1100000012988074,12:58:11,,,,cash,2022-09-08,12:01:57,2022-09-08,12:58:11,3,250.4,252.57272727272726,-1434.0,1,-0.0086
TATACHEM,2022-08-10,NSE,EQ,buy,440.0,1021.5,1300000002489844,09:32:00,,,,cash,2022-08-10,09:28:26,2022-08-10,09:32:00,2,1027.65,1021.5,2706.0,0,-0.006
TATACHEM,2022-08-10,NSE,EQ,buy,400.0,1043.0,1300000008333208,11:16:10,,,,cash,2022-08-10,10:58:43,2022-08-10,11:16:10,3,1037.3,1042.925,-2250.0,1,0.0054
TATACHEM,2022-08-19,NSE,EQ,buy,140.0,1166.0,1300000002962615,09:40:17,,,,cash,2022-08-19,09:31:57,2022-08-19,09:40:17,4,1154.6,1163.6214285714286,-1263.0,1,0.0078
TATACHEM,2022-08-19,NSE,EQ,sell,90.0,1180.0,1300000003335180,09:49:10,,,,cash,2022-08-19,09:41:27,2022-08-19,09:49:10,3,1180.0,1170.7,837.0,0,0.0079
TATACHEM,2022-09-13,NSE,EQ,sell,40.0,1182.6,1300000006817175,10:31:42,,,,cash,2022-09-13,10:28:36,2022-09-13,10:31:42,2,1182.6,1184.55,-78.0,1,-0.0016
TATACHEM,2022-09-29,NSE,EQ,buy,300.0,1091.0,1300000009477064,11:15:36,,,,cash,2022-09-29,10:52:23,2022-09-29,11:15:36,4,1100.3,1091.0,2790.0,0,-0.0085
DIVISLAB,2022-08-12,NSE,EQ,buy,400.0,3820.0,1100000004584267,10:27:16,,,,cash,2022-08-12,10:00:41,2022-08-12,10:27:16,4,3847.825,3836.3,4610.0,0,-0.003
DIVISLAB,2022-08-12,NSE,EQ,buy,100.0,3862.0,1100000012044039,12:29:00,,,,cash,2022-08-12,10:32:35,2022-08-12,12:29:00,4,3835.8,3862.0,-2620.0,1,0.0068
DIVISLAB,2022-08-12,NSE,EQ,buy,480.0,3719.35,1100000015291663,13:38:08,,,,cash,2022-08-12,12:33:23,2022-08-12,13:38:08,9,3763.9104166666666,3719.35,21389.0,0,-0.0118
APOLLOHOSP,2022-08-16,NSE,EQ,sell,116.0,4335.5,1000000002591888,09:59:01,,,,cash,2022-08-16,09:30:31,2022-08-16,09:59:01,2,4335.5,4307.0,3306.0,0,0.0066
ASIANPAINT,2022-08-16,NSE,EQ,buy,46.0,3478.35,1000000004424164,14:48:47,,,,cash,2022-08-16,09:52:16,2022-08-16,14:48:47,2,3493.85,3478.35,713.0,0,-0.0044
DRREDDY,2022-08-18,NSE,EQ,sell,50.0,4200.0,1100000003320217,09:45:45,,,,cash,2022-08-18,09:41:24,2022-08-18,09:45:45,2,4200.0,4187.95,602.5,0,0.0029
COFORGE,2022-08-19,NSE,EQ,sell,30.0,4016.0,1000000004285634,10:02:06,,,,cash,2022-08-19,09:53:17,2022-08-19,10:02:06,3,4016.0,4055.0,-1170.0,1,-0.0096
COFORGE,2022-09-22,NSE,EQ,sell,106.0,3425.0,1000000011014005,11:01:58,,,,cash,2022-09-22,10:57:57,2022-09-22,11:01:58,5,3425.0,3403.2830188679245,2302.0,0,0.0064
COFORGE,2022-09-22,NSE,EQ,sell,80.0,3378.85,1000000010947921,11:25:25,,,,cash,2022-09-22,11:02:44,2022-09-22,11:25:25,4,3390.825,3425.9,-2806.0,1,-0.0102
MPHASIS,2022-08-23,NSE,EQ,buy,50.0,2261.05,1200000007999474,10:48:10,,,,cash,2022-08-23,10:41:10,2022-08-23,10:48:10,2,2275.45,2261.05,720.0,0,-0.0063
