symbol,trade_date,exchange,segment,trade_type,quantity,price,order_id,order_execution_time,strike_price,expiry_date,options_type,assets_type
OFSS,2022-05-17,NSE,EQ,sell,30.0,3148.3,1200000001964147,09:36:27,,,,cash
HONAUT,2022-05-17,NSE,EQ,buy,1.0,32211.0,1100000002545064,12:16:37,,,,cash
HONAUT,2022-05-17,NSE,EQ,buy,9.0,32155.0,1100000010496731,13:12:51,,,,cash
COROMANDEL,2022-05-18,NSE,EQ,sell,100.0,953.0,1000000000785351,09:19:29,,,,cash
COROMANDEL,2022-05-18,NSE,EQ,buy,200.0,953.0,1000000000902735,09:20:27,,,,cash
COROMANDEL,2022-05-18,NSE,EQ,sell,350.0,952.35,1000000000943726,09:20:46,,,,cash
COROMANDEL,2022-05-18,NSE,EQ,buy,2.0,939.0,1000000002046793,10:01:17,,,,cash
COROMANDEL,2022-05-18,NSE,EQ,buy,248.0,933.55,1000000005287046,10:18:10,,,,cash
PIIND,2022-05-19,NSE,EQ,sell,80.0,2609.0,1200000002782793,09:35:26,,,,cash
PIIND,2022-05-19,NSE,EQ,sell,50.0,2611.15,1200000003385882,09:41:29,,,,cash
PIIND,2022-05-19,NSE,EQ,buy,160.0,2635.5,1200000003120373,09:50:42,,,,cash
PIIND,2022-05-19,NSE,EQ,sell,30.0,2634.35,1200000004198023,09:51:15,,,,cash
MINDTREE,2022-05-24,NSE,EQ,buy,66.0,2878.9,1200000009351786,11:25:24,,,,cash
MINDTREE,2022-05-24,NSE,EQ,sell,66.0,2896.0,1200000009475667,12:11:20,,,,cash
COROMANDEL,2022-05-25,NSE,EQ,sell,330.0,979.0,1000000000007121,09:07:35,,,,cash
COROMANDEL,2022-05-25,NSE,EQ,buy,330.0,963.15,1000000002506363,09:36:40,,,,cash
SHREECEM,2022-05-27,NSE,EQ,sell,20.0,21700.0,1300000000018648,09:07:52,,,,cash
TORNTPHARM,2022-05-27,NSE,EQ,sell,80.0,2915.0,1300000000018650,09:07:52,,,,cash
SHREECEM,2022-05-27,NSE,EQ,buy,20.0,21944.35,1300000020074012,15:20:51,,,,cash
TORNTPHARM,2022-05-27,NSE,EQ,buy,80.0,2947.25,1300000020075122,15:20:52,,,,cash
INDIAMART,2022-05-30,NSE,EQ,sell,40.0,4568.4,1100000000034378,09:07:29,,,,cash
PAGEIND,2022-05-30,NSE,EQ,sell,4.0,44636.05,1200000000027088,09:07:29,,,,cash
GRANULES,2022-05-30,NSE,EQ,sell,1180.0,267.3,1100000000034696,09:15:00,,,,cash
GRANULES,2022-05-30,NSE,EQ,buy,1180.0,271.2,1100000001037900,09:21:08,,,,cash
INDIAMART,2022-05-30,NSE,EQ,buy,40.0,4624.45,1100000000450937,09:30:53,,,,cash
PAGEIND,2022-05-30,NSE,EQ,buy,4.0,45170.0,1200000020251721,15:20:54,,,,cash
CROMPTON,2022-05-31,NSE,EQ,sell,454.0,353.4,1000000000092855,09:07:05,,,,cash
INTELLECT,2022-05-31,NSE,EQ,sell,550.0,676.0,1100000000122474,09:07:05,,,,cash
INTELLECT,2022-05-31,NSE,EQ,buy,550.0,672.75,1100000001064064,09:21:07,,,,cash
INTELLECT,2022-05-31,NSE,EQ,sell,500.0,669.0,1100000001131614,09:22:44,,,,cash
INTELLECT,2022-05-31,NSE,EQ,sell,100.0,673.9,1100000002006847,09:29:53,,,,cash
INTELLECT,2022-05-31,NSE,EQ,sell,50.0,672.0,1100000002088072,09:30:46,,,,cash
CROMPTON,2022-05-31,NSE,EQ,buy,454.0,355.25,1000000000762329,09:32:42,,,,cash
INTELLECT,2022-05-31,NSE,EQ,buy,650.0,676.6,1100000001332531,09:45:33,,,,cash
BALKRISIND,2022-06-01,NSE,EQ,sell,140.0,2340.0,1000000000017674,09:07:15,,,,cash
BALKRISIND,2022-06-01,NSE,EQ,sell,100.0,2338.0,1000000000694414,09:18:27,,,,cash
MRF,2022-06-01,NSE,EQ,buy,1.0,77050.0,1200000003847566,09:51:10,,,,cash
MRF,2022-06-01,NSE,EQ,sell,1.0,76800.0,1200000004386110,09:57:34,,,,cash
BALKRISIND,2022-06-01,NSE,EQ,buy,240.0,2353.6,1000000005747976,12:17:19,,,,cash
ASTRAL,2022-06-01,NSE,EQ,sell,100.0,1814.1,1000000013148233,13:10:43,,,,cash
ASTRAL,2022-06-01,NSE,EQ,sell,25.0,1813.9,1000000013167443,13:11:28,,,,cash
MFSL,2022-06-01,NSE,EQ,sell,250.0,820.0,1200000013553149,13:13:19,,,,cash
MFSL,2022-06-01,NSE,EQ,buy,250.0,811.45,1200000014430801,13:33:41,,,,cash
ASTRAL,2022-06-01,NSE,EQ,buy,125.0,1799.95,1000000013337614,13:59:10,,,,cash
ABBOTINDIA,2022-06-03,NSE,EQ,sell,10.0,18450.0,1000000000035387,09:07:34,,,,cash
