,symbol,trade_date,exchange,segment,trade_type,quantity,price,order_id,order_execution_time,strike_price,expiry_date,options_type,assets_type
448,AMBUJACEM,2022-08-22,NSE,EQ,buy,30.0,415.5,1000000015416687,2022-08-22T13:05:38,,,,cash
449,AMBUJACEM,2022-08-22,NSE,EQ,sell,130.0,410.0,1000000006018770,2022-08-22T14:42:27,,,,cash
450,INDIACEM,2022-08-23,NSE,EQ,buy,320.0,209.85,1100000007950638,2022-08-23T10:26:39,,,,cash
451,INDIACEM,2022-08-23,NSE,EQ,sell,320.0,209.0,1100000008002026,2022-08-23T10:35:14,,,,cash
452,MPHASIS,2022-08-23,NSE,EQ,buy,25.0,2275.45,1200000007806040,2022-08-23T10:41:10,,,,cash
453,MPHASIS,2022-08-23,NSE,EQ,sell,25.0,2261.05,1200000007999474,2022-08-23T10:48:10,,,,cash
454,LTTS,2022-08-23,NSE,EQ,buy,25.0,3544.0,1200000008956950,2022-08-23T10:57:13,,,,cash
455,LTTS,2022-08-23,NSE,EQ,buy,5.0,3539.0,1200000009003330,2022-08-23T11:09:12,,,,cash
456,LTTS,2022-08-23,NSE,EQ,sell,25.0,3571.0,1200000009077915,2022-08-23T11:54:40,,,,cash
457,LTTS,2022-08-23,NSE,EQ,sell,5.0,3569.5,1200000012498328,2022-08-23T11:54:47,,,,cash
458,NAM-INDIA,2022-08-24,NSE,EQ,buy,250.0,317.3,1200000005411742,2022-08-24T10:04:32,,,,cash
459,NAM-INDIA,2022-08-24,NSE,EQ,sell,250.0,317.6,1200000006940646,2022-08-24T10:24:40,,,,cash
460,DELTACORP,2022-08-24,NSE,EQ,sell,100.0,215.1,1100000009306165,2022-08-24T10:54:58,,,,cash
461,DELTACORP,2022-08-24,NSE,EQ,buy,100.0,214.8,1100000010369851,2022-08-24T11:11:51,,,,cash
462,SUNTV,2022-08-24,NSE,EQ,sell,20.0,504.95,1300000012158283,2022-08-24T11:25:50,,,,cash
463,SUNTV,2022-08-24,NSE,EQ,sell,100.0,505.5,1300000012143746,2022-08-24T11:31:17,,,,cash
464,SUNTV,2022-08-24,NSE,EQ,buy,40.0,502.95,1300000014631242,2022-08-24T12:03:36,,,,cash
465,SUNTV,2022-08-24,NSE,EQ,sell,20.0,504.6,1300000014806346,2022-08-24T12:25:28,,,,cash
466,SUNTV,2022-08-24,NSE,EQ,buy,20.0,503.1,1300000017344425,2022-08-24T12:46:56,,,,cash
467,SUNTV,2022-08-24,NSE,EQ,buy,80.0,503.15,1300000012531424,2022-08-24T12:47:22,,,,cash
468,NMDC,2022-08-24,NSE,EQ,buy,150.0,121.75,1200000015710978,2022-08-24T12:55:39,,,,cash
469,NMDC,2022-08-24,NSE,EQ,buy,200.0,121.4,1200000015742415,2022-08-24T13:00:19,,,,cash
470,NMDC,2022-08-24,NSE,EQ,sell,350.0,122.1,1200000017060685,2022-08-24T13:45:29,,,,cash
471,BHEL,2022-08-25,NSE,EQ,buy,500.0,58.15,1000000006571907,2022-08-25T10:16:04,,,,cash
472,BHEL,2022-08-25,NSE,EQ,sell,500.0,57.95,1000000006896401,2022-08-25T10:20:02,,,,cash
473,COROMANDEL,2022-08-25,NSE,EQ,buy,50.0,1016.95,1000000007530980,2022-08-25T10:28:16,,,,cash
474,CROMPTON,2022-08-25,NSE,EQ,sell,30.0,411.7,1000000007908722,2022-08-25T10:33:19,,,,cash
475,COROMANDEL,2022-08-25,NSE,EQ,sell,20.0,1018.05,1000000008087163,2022-08-25T10:35:52,,,,cash
476,CROMPTON,2022-08-25,NSE,EQ,buy,30.0,408.5,1000000007952435,2022-08-25T10:37:06,,,,cash
477,CROMPTON,2022-08-25,NSE,EQ,buy,30.0,409.95,1000000008269917,2022-08-25T10:38:38,,,,cash
478,CROMPTON,2022-08-25,NSE,EQ,sell,30.0,409.9,1000000008279484,2022-08-25T10:38:55,,,,cash
479,COROMANDEL,2022-08-25,NSE,EQ,sell,30.0,1024.0,1000000008209521,2022-08-25T10:52:15,,,,cash
480,CROMPTON,2022-08-25,NSE,EQ,sell,30.0,411.0,1000000008311608,2022-08-25T12:39:44,,,,cash
481,CROMPTON,2022-08-25,NSE,EQ,sell,100.0,412.5,1000000007776027,2022-08-25T12:39:45,,,,cash
482,CROMPTON,2022-08-25,NSE,EQ,buy,130.0,409.5,1000000019146144,2022-08-25T13:25:19,,,,cash
483,INDIAMART,2022-08-26,NSE,EQ,sell,40.0,4324.0,1100000000614067,2022-08-26T09:17:31,,,,cash
484,INDIAMART,2022-08-26,NSE,EQ,sell,30.0,4324.0,1100000000737576,2022-08-26T09:18:31,,,,cash
485,INDIAMART,2022-08-26,NSE,EQ,buy,5.0,4303.0,1100000000888204,2022-08-26T09:20:40,,,,cash
486,INDIAMART,2022-08-26,NSE,EQ,buy,65.0,4303.0,1100000001255542,2022-08-26T09:23:16,,,,cash
487,M&M,2022-08-26,NSE,EQ,sell,20.0,1296.7,1200000006998048,2022-08-26T10:32:40,,,,cash
488,M&M,2022-08-26,NSE,EQ,sell,5.0,1298.0,1200000007136999,2022-08-26T10:34:30,,,,cash
489,M&M,2022-08-26,NSE,EQ,buy,25.0,1287.4,1200000007228126,2022-08-26T10:49:28,,,,cash
490,BEL,2022-08-26,NSE,EQ,sell,60.0,306.55,1000000007973048,2022-08-26T11:10:18,,,,cash
491,BEL,2022-08-26,NSE,EQ,sell,100.0,307.1,1000000007992442,2022-08-26T12:27:12,,,,cash
492,BEL,2022-08-26,NSE,EQ,buy,160.0,306.3,1000000008031116,2022-08-26T14:14:39,,,,cash
493,EICHERMOT,2022-08-29,NSE,EQ,buy,150.0,3265.0,1100000000426113,2022-08-29T09:16:02,,,,cash
494,EICHERMOT,2022-08-29,NSE,EQ,sell,150.0,3291.0,1100000001362889,2022-08-29T09:21:13,,,,cash
495,TATASTEEL,2022-08-29,NSE,EQ,buy,300.0,104.7,1300000009668632,2022-08-29T10:45:13,,,,cash
496,TATASTEEL,2022-08-29,NSE,EQ,sell,300.0,104.6,1300000009770346,2022-08-29T10:46:43,,,,cash
497,DABUR,2022-08-29,NSE,EQ,sell,35.0,579.2,1100000008719669,2022-08-29T10:52:37,,,,cash
498,COLPAL,2022-08-29,NSE,EQ,sell,10.0,1638.2,1000000012556638,2022-08-29T12:03:16,,,,cash
499,COLPAL,2022-08-29,NSE,EQ,sell,100.0,1643.0,1000000009738341,2022-08-29T12:28:53,,,,cash
500,COLPAL,2022-08-29,NSE,EQ,buy,20.0,1640.65,1000000014132308,2022-08-29T12:33:59,,,,cash
501,COLPAL,2022-08-29,NSE,EQ,buy,90.0,1634.0,1000000012596236,2022-08-29T12:42:33,,,,cash
502,DABUR,2022-08-29,NSE,EQ,buy,10.0,575.55,1100000014540722,2022-08-29T12:56:40,,,,cash
503,DABUR,2022-08-29,NSE,EQ,buy,25.0,573.8,1100000008780014,2022-08-29T13:14:35,,,,cash
504,COLPAL,2022-08-30,NSE,EQ,sell,92.0,1643.05,1000000001512767,2022-08-30T09:24:09,,,,cash
505,COLPAL,2022-08-30,NSE,EQ,sell,80.0,1642.65,1000000003261901,2022-08-30T09:42:44,,,,cash
506,COLPAL,2022-08-30,NSE,EQ,buy,172.0,1640.7,1000000004230746,2022-08-30T10:10:26,,,,cash
507,SRF,2022-08-30,NSE,EQ,sell,5.0,2539.95,1300000013869482,2022-08-30T12:53:36,,,,cash
508,SRF,2022-08-30,NSE,EQ,sell,3.0,2536.35,1300000013902381,2022-08-30T12:54:15,,,,cash
509,SRF,2022-08-30,NSE,EQ,sell,5.0,2542.0,1300000013879727,2022-08-30T12:55:37,,,,cash
510,SRF,2022-08-30,NSE,EQ,buy,13.0,2538.0,1300000013926872,2022-08-30T12:59:20,,,,cash
511,RELIANCE,2022-08-30,NSE,EQ,sell,10.0,2627.1,1300000014281790,2022-08-30T13:02:12,,,,cash
512,RELIANCE,2022-08-30,NSE,EQ,buy,10.0,2622.0,1300000016501175,2022-08-30T14:59:45,,,,cash
513,PAGEIND,2022-09-01,NSE,EQ,sell,3.0,50920.0,1200000001064144,2022-09-01T09:20:03,,,,cash
514,PAGEIND,2022-09-01,NSE,EQ,sell,3.0,50994.75,1200000005559132,2022-09-01T10:11:39,,,,cash
515,PAGEIND,2022-09-01,NSE,EQ,buy,6.0,51070.0,1200000001173960,2022-09-01T10:12:36,,,,cash
516,RELIANCE,2022-09-01,NSE,EQ,sell,20.0,2596.55,1300000010245160,2022-09-01T10:38:19,,,,cash
517,RELIANCE,2022-09-01,NSE,EQ,sell,5.0,2595.25,1300000010393269,2022-09-01T10:40:07,,,,cash
518,RELIANCE,2022-09-01,NSE,EQ,sell,25.0,2595.0,1300000010750156,2022-09-01T10:44:30,,,,cash
519,RELIANCE,2022-09-01,NSE,EQ,buy,50.0,2575.0,1300000010358169,2022-09-01T13:09:04,,,,cash
520,ADANIENT,2022-09-02,NSE,EQ,sell,2.0,3244.8,1000000002848129,2022-09-02T09:34:07,,,,cash
521,ADANIENT,2022-09-02,NSE,EQ,sell,3.0,3252.0,1000000002916811,2022-09-02T09:58:17,,,,cash
522,ADANIENT,2022-09-02,NSE,EQ,sell,30.0,3261.0,1000000002730181,2022-09-02T09:59:11,,,,cash
523,ADANIENT,2022-09-02,NSE,EQ,buy,35.0,3263.0,1000000005777062,2022-09-02T10:27:26,,,,cash
524,DELTACORP,2022-09-02,NSE,EQ,sell,150.0,214.8,1100000006978220,2022-09-02T10:27:43,,,,cash
525,DELTACORP,2022-09-02,NSE,EQ,sell,20.0,215.4,1100000010419937,2022-09-02T11:19:29,,,,cash
526,DELTACORP,2022-09-02,NSE,EQ,sell,250.0,216.0,1100000007030291,2022-09-02T11:26:20,,,,cash
527,DELTACORP,2022-09-02,NSE,EQ,buy,120.0,214.4,1100000011128238,2022-09-02T12:03:28,,,,cash
528,DELTACORP,2022-09-02,NSE,EQ,buy,300.0,214.4,1100000013456089,2022-09-02T12:04:48,,,,cash
529,ADANIENT,2022-09-02,NSE,EQ,sell,3.0,3347.0,1000000014995310,2022-09-02T12:20:31,,,,cash
530,ADANIENT,2022-09-02,NSE,EQ,sell,10.0,3356.0,1000000015003039,2022-09-02T12:51:41,,,,cash
531,ADANIENT,2022-09-02,NSE,EQ,sell,7.0,3362.0,1000000015012879,2022-09-02T12:55:23,,,,cash
532,ADANIENT,2022-09-02,NSE,EQ,buy,13.0,3339.0,1000000015089538,2022-09-02T13:08:49,,,,cash
533,ADANIENT,2022-09-02,NSE,EQ,buy,7.0,3339.5,1000000017688215,2022-09-02T13:09:01,,,,cash
534,INDIAMART,2022-09-05,NSE,EQ,sell,44.0,4774.0,1100000000616378,2022-09-05T09:17:08,,,,cash
535,INDIAMART,2022-09-05,NSE,EQ,buy,44.0,4735.0,1100000001083629,2022-09-05T09:20:56,,,,cash
536,AMARAJABAT,2022-09-05,NSE,EQ,sell,50.0,531.85,1000000008704006,2022-09-05T11:16:12,,,,cash
537,AMARAJABAT,2022-09-05,NSE,EQ,sell,100.0,532.4,1000000008760643,2022-09-05T11:17:14,,,,cash
538,AMARAJABAT,2022-09-05,NSE,EQ,sell,300.0,533.0,1000000008675799,2022-09-05T11:17:54,,,,cash
539,AMARAJABAT,2022-09-05,NSE,EQ,buy,450.0,529.0,1000000008796299,2022-09-05T11:31:32,,,,cash
540,EXIDEIND,2022-09-05,NSE,EQ,buy,15.0,169.0,1100000013093261,2022-09-05T12:49:45,,,,cash
541,EXIDEIND,2022-09-05,NSE,EQ,buy,20.0,169.1,1100000013129859,2022-09-05T12:50:56,,,,cash
542,EXIDEIND,2022-09-05,NSE,EQ,sell,5.0,168.95,1100000013181377,2022-09-05T12:51:51,,,,cash
543,EXIDEIND,2022-09-05,NSE,EQ,sell,10.0,168.85,1100000013269593,2022-09-05T12:53:54,,,,cash
544,EXIDEIND,2022-09-05,NSE,EQ,sell,5.0,168.85,1100000013319129,2022-09-05T12:54:25,,,,cash
545,EXIDEIND,2022-09-05,NSE,EQ,sell,5.0,168.75,1100000013331114,2022-09-05T12:54:37,,,,cash
546,EXIDEIND,2022-09-05,NSE,EQ,sell,5.0,168.8,1100000013342472,2022-09-05T12:54:50,,,,cash
547,EXIDEIND,2022-09-05,NSE,EQ,sell,5.0,168.8,1100000013347437,2022-09-05T12:55:07,,,,cash
548,AMARAJABAT,2022-09-05,NSE,EQ,sell,100.0,535.05,1000000015674212,2022-09-05T13:40:13,,,,cash
549,AMARAJABAT,2022-09-05,NSE,EQ,sell,200.0,536.1,1000000015688310,2022-09-05T13:49:47,,,,cash
550,AMARAJABAT,2022-09-05,NSE,EQ,buy,100.0,534.0,1000000015782134,2022-09-05T14:12:26,,,,cash
551,AMARAJABAT,2022-09-05,NSE,EQ,buy,100.0,534.4,1000000017553594,2022-09-05T14:13:01,,,,cash
552,AMARAJABAT,2022-09-05,NSE,EQ,sell,150.0,536.8,1000000015706483,2022-09-05T14:23:01,,,,cash
553,AMARAJABAT,2022-09-05,NSE,EQ,buy,350.0,539.0,1000000015719834,2022-09-05T14:23:29,,,,cash
554,AMARAJABAT,2022-09-05,NSE,EQ,sell,100.0,534.5,1000000019094239,2022-09-05T14:38:32,,,,cash
555,DIXON,2022-09-06,NSE,EQ,sell,116.0,4245.9,1100000000012970,2022-09-06T09:07:06,,,,cash
556,EXIDEIND,2022-09-06,NSE,EQ,sell,2900.0,172.85,1100000000523851,2022-09-06T09:16:36,,,,cash
557,DIXON,2022-09-06,NSE,EQ,buy,116.0,4205.0,1100000000382689,2022-09-06T09:18:03,,,,cash
558,EXIDEIND,2022-09-06,NSE,EQ,buy,2900.0,174.0,1100000001209688,2022-09-06T09:23:54,,,,cash
559,APOLLOTYRE,2022-09-06,NSE,EQ,buy,200.0,267.6,1000000009434141,2022-09-06T11:02:50,,,,cash
560,APOLLOTYRE,2022-09-06,NSE,EQ,buy,50.0,267.7,1000000009518349,2022-09-06T11:04:29,,,,cash
561,APOLLOTYRE,2022-09-06,NSE,EQ,sell,250.0,267.65,1000000009852641,2022-09-06T11:10:25,,,,cash
562,TATAPOWER,2022-09-06,NSE,EQ,sell,200.0,244.55,1300000010755751,2022-09-06T11:14:09,,,,cash
563,TATAPOWER,2022-09-06,NSE,EQ,sell,100.0,245.3,1300000010969796,2022-09-06T11:21:31,,,,cash
564,TATAPOWER,2022-09-06,NSE,EQ,sell,100.0,245.7,1300000011913310,2022-09-06T11:30:35,,,,cash
565,TATAPOWER,2022-09-06,NSE,EQ,buy,150.0,245.2,1300000012201254,2022-09-06T11:35:48,,,,cash
566,TATAPOWER,2022-09-06,NSE,EQ,sell,150.0,246.2,1300000012212663,2022-09-06T11:44:53,,,,cash
567,TATAPOWER,2022-09-06,NSE,EQ,buy,400.0,245.9,1300000015946170,2022-09-06T12:43:10,,,,cash
568,ADANIENT,2022-09-06,NSE,EQ,sell,15.0,3432.2,1000000014880884,2022-09-06T12:54:22,,,,cash
569,ADANIENT,2022-09-06,NSE,EQ,sell,3.0,3433.05,1000000014912228,2022-09-06T12:55:02,,,,cash
570,ADANIENT,2022-09-06,NSE,EQ,sell,2.0,3436.0,1000000014916340,2022-09-06T12:56:40,,,,cash
571,ADANIENT,2022-09-06,NSE,EQ,sell,25.0,3442.0,1000000014894163,2022-09-06T13:10:54,,,,cash
572,ADANIENT,2022-09-06,NSE,EQ,buy,5.0,3434.0,1000000017676542,2022-09-06T13:50:54,,,,cash
573,ADANIENT,2022-09-06,NSE,EQ,buy,40.0,3435.7,1000000019079715,2022-09-06T14:18:27,,,,cash
574,TATAPOWER,2022-09-06,NSE,EQ,sell,200.0,247.1,1300000022653930,2022-09-06T14:43:00,,,,cash
575,TATAPOWER,2022-09-06,NSE,EQ,sell,100.0,247.2,1300000022689364,2022-09-06T15:03:15,,,,cash
576,TATAPOWER,2022-09-06,NSE,EQ,sell,200.0,247.3,1300000022664082,2022-09-06T15:03:15,,,,cash
577,TATAPOWER,2022-09-06,NSE,EQ,buy,200.0,248.0,1300000022673809,2022-09-06T15:04:49,,,,cash
578,TATAPOWER,2022-09-06,NSE,EQ,buy,300.0,247.25,1300000024323177,2022-09-06T15:10:17,,,,cash
579,AMBUJACEM,2022-09-07,NSE,EQ,sell,1400.0,440.05,1000000000024971,2022-09-07T09:07:57,,,,cash
580,NTPC,2022-09-07,NSE,EQ,sell,3333.0,168.5,1200000000032703,2022-09-07T09:07:57,,,,cash
581,AMBUJACEM,2022-09-07,NSE,EQ,buy,1400.0,443.9,1000000000982867,2022-09-07T09:19:41,,,,cash
582,NTPC,2022-09-07,NSE,EQ,buy,3333.0,169.2,1200000001084432,2022-09-07T09:23:34,,,,cash
583,AMBUJACEM,2022-09-07,NSE,EQ,sell,224.0,442.9,1000000001987226,2022-09-07T09:26:36,,,,cash
584,AMBUJACEM,2022-09-07,NSE,EQ,buy,224.0,446.45,1000000002098801,2022-09-07T09:32:29,,,,cash
585,ACC,2022-09-07,NSE,EQ,sell,10.0,2408.7,1000000003351189,2022-09-07T09:38:32,,,,cash
586,ACC,2022-09-07,NSE,EQ,sell,5.0,2418.0,1000000003688211,2022-09-07T09:41:44,,,,cash
587,ACC,2022-09-07,NSE,EQ,sell,5.0,2419.0,1000000003776156,2022-09-07T09:42:40,,,,cash
588,ACC,2022-09-07,NSE,EQ,sell,40.0,2426.0,1000000003482736,2022-09-07T09:43:43,,,,cash
589,ACC,2022-09-07,NSE,EQ,buy,60.0,2445.0,1000000003726729,2022-09-07T09:54:03,,,,cash
590,ACC,2022-09-07,NSE,EQ,sell,10.0,2437.9,1000000005004930,2022-09-07T09:55:09,,,,cash
591,ACC,2022-09-07,NSE,EQ,sell,5.0,2425.5,1000000005222175,2022-09-07T09:57:37,,,,cash
592,ACC,2022-09-07,NSE,EQ,sell,5.0,2437.0,1000000007354770,2022-09-07T10:28:11,,,,cash
593,ACC,2022-09-07,NSE,EQ,buy,10.0,2413.6,1000000009343432,2022-09-07T11:01:33,,,,cash
594,ACC,2022-09-07,NSE,EQ,buy,10.0,2392.0,1000000009370677,2022-09-07T11:15:39,,,,cash
595,ACC,2022-09-07,NSE,EQ,sell,50.0,2413.5,1000000013436076,2022-09-07T12:12:54,,,,cash
596,ACC,2022-09-07,NSE,EQ,buy,45.0,2413.9,1000000013445482,2022-09-07T12:13:14,,,,cash
597,ACC,2022-09-07,NSE,EQ,sell,10.0,2421.0,1000000009361562,2022-09-07T12:25:57,,,,cash
598,ACC,2022-09-07,NSE,EQ,sell,5.0,2432.0,1000000007501947,2022-09-07T12:26:57,,,,cash
599,ACC,2022-09-07,NSE,EQ,buy,10.0,2412.0,1000000022401522,2022-09-07T14:26:14,,,,cash
600,ACC,2022-09-07,NSE,EQ,buy,10.0,2410.6,1000000022394809,2022-09-07T14:26:45,,,,cash
601,ACC,2022-09-08,NSE,EQ,sell,160.0,2420.85,1000000000041640,2022-09-08T09:07:58,,,,cash
602,AMBUJACEM,2022-09-08,NSE,EQ,sell,50.0,453.95,1000000000041580,2022-09-08T09:07:58,,,,cash
603,AMBUJACEM,2022-09-08,NSE,EQ,sell,800.0,453.95,1000000000041578,2022-09-08T09:07:58,,,,cash
604,ASTRAL,2022-09-08,NSE,EQ,sell,155.0,2456.1,1000000000041576,2022-09-08T09:07:58,,,,cash
605,ASTRAL,2022-09-08,NSE,EQ,buy,155.0,2472.85,1000000000689113,2022-09-08T09:17:37,,,,cash
606,AMBUJACEM,2022-09-08,NSE,EQ,buy,850.0,450.0,1000000000570102,2022-09-08T09:18:35,,,,cash
607,ULTRACEMCO,2022-09-08,NSE,EQ,sell,22.0,6848.15,1300000001496552,2022-09-08T09:21:53,,,,cash
608,ACC,2022-09-08,NSE,EQ,sell,40.0,2420.6,1000000001585834,2022-09-08T09:23:56,,,,cash
609,ULTRACEMCO,2022-09-08,NSE,EQ,buy,22.0,6880.0,1300000001570321,2022-09-08T09:25:12,,,,cash
610,ACC,2022-09-08,NSE,EQ,buy,200.0,2430.0,1000000001527225,2022-09-08T09:28:36,,,,cash
611,DALBHARAT,2022-09-08,NSE,EQ,sell,10.0,1634.05,1100000012616090,2022-09-08T12:00:01,,,,cash
612,HINDPETRO,2022-09-08,NSE,EQ,sell,300.0,252.55,1100000012700262,2022-09-08T12:01:57,,,,cash
613,DALBHARAT,2022-09-08,NSE,EQ,buy,10.0,1634.9,1100000012725936,2022-09-08T12:02:47,,,,cash
614,HINDPETRO,2022-09-08,NSE,EQ,sell,30.0,252.8,1100000012872869,2022-09-08T12:05:03,,,,cash
615,HINDPETRO,2022-09-08,NSE,EQ,buy,330.0,250.4,1100000012988074,2022-09-08T12:58:11,,,,cash
616,DALBHARAT,2022-09-09,NSE,EQ,sell,300.0,1654.0,1100000000010994,2022-09-09T09:07:03,,,,cash
617,JKCEMENT,2022-09-09,NSE,EQ,sell,170.0,2960.6,1200000000009696,2022-09-09T09:07:03,,,,cash
618,DALBHARAT,2022-09-09,NSE,EQ,buy,300.0,1665.9,1100000000732403,2022-09-09T09:24:38,,,,cash
619,ULTRACEMCO,2022-09-09,NSE,EQ,buy,21.0,6958.0,1300000001791633,2022-09-09T09:32:08,,,,cash
620,ULTRACEMCO,2022-09-09,NSE,EQ,sell,21.0,6943.0,1300000002758455,2022-09-09T09:33:45,,,,cash
621,JKCEMENT,2022-09-09,NSE,EQ,buy,170.0,2974.5,1200000001221718,2022-09-09T10:29:18,,,,cash
622,SHREECEM,2022-09-09,NSE,EQ,sell,1.0,25158.0,1300000011499873,2022-09-09T11:47:59,,,,cash
623,SHREECEM,2022-09-09,NSE,EQ,buy,1.0,25214.95,1300000011726511,2022-09-09T11:51:30,,,,cash
624,SHREECEM,2022-09-09,NSE,EQ,sell,1.0,25210.0,1300000011531503,2022-09-09T11:51:30,,,,cash
625,SHREECEM,2022-09-09,NSE,EQ,sell,1.0,25290.0,1300000011740123,2022-09-09T11:55:27,,,,cash
626,SHREECEM,2022-09-09,NSE,EQ,buy,1.0,25065.9,1300000011654393,2022-09-09T13:12:19,,,,cash
627,SHREECEM,2022-09-09,NSE,EQ,buy,1.0,24943.45,1300000016530116,2022-09-09T13:20:13,,,,cash
628,ACC,2022-09-12,NSE,EQ,sell,89.0,2375.0,1000000000038407,2022-09-12T09:07:30,,,,cash
629,FSL,2022-09-12,NSE,EQ,sell,1800.0,117.5,1100000000057400,2022-09-12T09:07:30,,,,cash
630,JKCEMENT,2022-09-12,NSE,EQ,sell,73.0,2844.95,1200000000048014,2022-09-12T09:07:30,,,,cash
631,FSL,2022-09-12,NSE,EQ,buy,1800.0,117.7,1100000000691971,2022-09-12T09:17:37,,,,cash
632,JKCEMENT,2022-09-12,NSE,EQ,buy,73.0,2818.6,1200000000847951,2022-09-12T09:22:06,,,,cash
633,ACC,2022-09-12,NSE,EQ,buy,89.0,2353.5,1000000000847149,2022-09-12T09:22:27,,,,cash
634,BSOFT,2022-09-12,NSE,EQ,sell,300.0,339.9,1000000008728918,2022-09-12T11:38:28,,,,cash
635,ACC,2022-09-12,NSE,EQ,sell,10.0,2456.0,1000000008852818,2022-09-12T11:41:08,,,,cash
636,ACC,2022-09-12,NSE,EQ,sell,5.0,2455.0,1000000008873276,2022-09-12T11:41:33,,,,cash
637,ACC,2022-09-12,NSE,EQ,sell,5.0,2454.35,1000000008927719,2022-09-12T11:42:44,,,,cash
638,ACC,2022-09-12,NSE,EQ,sell,10.0,2455.0,1000000008941650,2022-09-12T11:43:01,,,,cash
639,ACC,2022-09-12,NSE,EQ,sell,20.0,2461.0,1000000008869689,2022-09-12T11:49:46,,,,cash
640,BSOFT,2022-09-12,NSE,EQ,sell,150.0,340.6,1000000008752547,2022-09-12T11:57:10,,,,cash
641,ACC,2022-09-12,NSE,EQ,buy,20.0,2459.0,1000000011905030,2022-09-12T13:03:44,,,,cash
642,BSOFT,2022-09-12,NSE,EQ,buy,150.0,338.25,1000000011916618,2022-09-12T13:04:07,,,,cash
643,ACC,2022-09-12,NSE,EQ,buy,30.0,2447.0,1000000009213850,2022-09-12T13:12:55,,,,cash
644,BSOFT,2022-09-12,NSE,EQ,buy,300.0,337.0,1000000008789193,2022-09-12T13:35:27,,,,cash
645,ATUL,2022-09-13,NSE,EQ,sell,45.0,9632.25,1000000000015528,2022-09-13T09:07:45,,,,cash
646,GODREJPROP,2022-09-13,NSE,EQ,sell,285.0,1470.0,1100000000026470,2022-09-13T09:07:45,,,,cash
647,OBEROIRLTY,2022-09-13,NSE,EQ,sell,250.0,1063.3,1200000000017288,2022-09-13T09:07:45,,,,cash
648,ATUL,2022-09-13,NSE,EQ,buy,45.0,9701.0,1000000000217710,2022-09-13T09:17:00,,,,cash
649,GODREJPROP,2022-09-13,NSE,EQ,buy,140.0,1456.1,1100000000327289,2022-09-13T09:17:06,,,,cash
650,GODREJPROP,2022-09-13,NSE,EQ,buy,145.0,1453.5,1100000000632879,2022-09-13T09:17:44,,,,cash
651,OBEROIRLTY,2022-09-13,NSE,EQ,buy,250.0,1066.55,1200000000783438,2022-09-13T09:33:06,,,,cash
652,TATACHEM,2022-09-13,NSE,EQ,sell,20.0,1184.55,1300000006590844,2022-09-13T10:28:36,,,,cash
653,TATACHEM,2022-09-13,NSE,EQ,buy,20.0,1182.6,1300000006817175,2022-09-13T10:31:42,,,,cash
654,TRENT,2022-09-13,NSE,EQ,sell,35.0,1437.45,1300000007154652,2022-09-13T10:36:20,,,,cash
655,BATAINDIA,2022-09-13,NSE,EQ,sell,5.0,1971.5,1000000007011896,2022-09-13T10:42:11,,,,cash
656,TRENT,2022-09-13,NSE,EQ,buy,15.0,1438.75,1300000007844928,2022-09-13T10:46:41,,,,cash
657,BATAINDIA,2022-09-13,NSE,EQ,buy,5.0,1948.75,1000000010308147,2022-09-13T11:41:25,,,,cash
658,SRF,2022-09-13,NSE,EQ,sell,1.0,2837.6,1300000011258404,2022-09-13T11:44:15,,,,cash
659,SRF,2022-09-13,NSE,EQ,sell,1.0,2839.0,1300000011263639,2022-09-13T11:44:31,,,,cash
660,SRF,2022-09-13,NSE,EQ,sell,3.0,2842.0,1300000011240929,2022-09-13T11:44:39,,,,cash
661,TRENT,2022-09-13,NSE,EQ,buy,20.0,1436.85,1300000011367722,2022-09-13T11:46:10,,,,cash
662,OBEROIRLTY,2022-09-13,NSE,EQ,buy,250.0,1053.45,1200000000243275,2022-09-13T15:02:59,,,,cash
663,SRF,2022-09-13,NSE,EQ,buy,5.0,2820.6,1300000021705486,2022-09-13T15:20:55,,,,cash
664,OBEROIRLTY,2022-09-13,NSE,EQ,sell,250.0,1053.15,1200000020470215,2022-09-13T15:20:57,,,,cash
665,TATACONSUM,2022-09-14,NSE,EQ,sell,435.0,847.4,1300000000006787,2022-09-14T09:17:33,,,,cash
666,TATACONSUM,2022-09-14,NSE,EQ,buy,435.0,850.0,1300000000946133,2022-09-14T09:18:39,,,,cash
667,ASTRAL,2022-09-14,NSE,EQ,buy,70.0,2407.0,1000000001259869,2022-09-14T09:20:46,,,,cash
668,LALPATHLAB,2022-09-14,NSE,EQ,buy,70.0,2411.0,1200000001819782,2022-09-14T09:24:49,,,,cash
669,LALPATHLAB,2022-09-14,NSE,EQ,buy,30.0,2403.55,1200000001941562,2022-09-14T09:26:35,,,,cash
670,ASTRAL,2022-09-14,NSE,EQ,sell,70.0,2427.0,1000000001771933,2022-09-14T09:27:22,,,,cash
671,LALPATHLAB,2022-09-14,NSE,EQ,sell,100.0,2408.1,1200000002508312,2022-09-14T09:49:25,,,,cash
672,ACC,2022-09-14,NSE,EQ,sell,5.0,2683.95,1000000011095039,2022-09-14T11:20:33,,,,cash
673,VEDL,2022-09-14,NSE,EQ,sell,50.0,295.6,1300000013416594,2022-09-14T11:27:30,,,,cash
674,DALBHARAT,2022-09-14,NSE,EQ,buy,10.0,1750.0,1100000015257605,2022-09-14T12:34:05,,,,cash
