symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
COROMANDEL,INE169A01031,2022-05-25,NSE,EQ,EQ,sell,false,20.000000,979.000000,3678,1000000000007121,2022-05-25T09:07:35
COROMANDEL,INE169A01031,2022-05-25,NSE,EQ,EQ,sell,false,143.000000,979.000000,3679,1000000000007121,2022-05-25T09:07:35
COROMANDEL,INE169A01031,2022-05-25,NSE,EQ,EQ,sell,false,25.000000,979.000000,3673,1000000000007121,2022-05-25T09:07:35
COROMANDEL,INE169A01031,2022-05-25,NSE,EQ,EQ,sell,false,36.000000,979.000000,3672,1000000000007121,2022-05-25T09:07:35
COROMANDEL,INE169A01031,2022-05-25,NSE,EQ,EQ,buy,false,2.000000,963.150000,528984,1000000002506363,2022-05-25T09:36:40
COROMANDEL,INE169A01031,2022-05-25,NSE,EQ,EQ,buy,false,38.000000,963.200000,528985,1000000002506363,2022-05-25T09:36:40
COROMANDEL,INE169A01031,2022-05-25,NSE,EQ,EQ,buy,false,106.000000,963.200000,530043,1000000002506363,2022-05-25T09:36:44
COROMANDEL,INE169A01031,2022-05-25,NSE,EQ,EQ,buy,false,23.000000,963.200000,530211,1000000002506363,2022-05-25T09:36:45
COROMANDEL,INE169A01031,2022-05-25,NSE,EQ,EQ,buy,false,68.000000,963.200000,530547,1000000002506363,2022-05-25T09:36:46
COROMANDEL,INE169A01031,2022-05-25,NSE,EQ,EQ,buy,false,93.000000,963.200000,530548,1000000002506363,2022-05-25T09:36:46
SHREECEM,INE070A01015,2022-05-27,NSE,EQ,EQ,sell,false,10.000000,21700.000000,75003398,1300000000018648,2022-05-27T09:07:52
SHREECEM,INE070A01015,2022-05-27,NSE,EQ,EQ,sell,false,1.000000,21700.000000,75003399,1300000000018648,2022-05-27T09:07:52
SHREECEM,INE070A01015,2022-05-27,NSE,EQ,EQ,sell,false,4.000000,21700.000000,75003396,1300000000018648,2022-05-27T09:07:52
SHREECEM,INE070A01015,2022-05-27,NSE,EQ,EQ,sell,false,3.000000,21700.000000,75003397,1300000000018648,2022-05-27T09:07:52
SHREECEM,INE070A01015,2022-05-27,NSE,EQ,EQ,sell,false,1.000000,21700.000000,75003400,1300000000018648,2022-05-27T09:07:52
SHREECEM,INE070A01015,2022-05-27,NSE,EQ,EQ,sell,false,1.000000,21700.000000,75003395,1300000000018648,2022-05-27T09:07:52
TORNTPHARM,INE685A01028,2022-05-27,NSE,EQ,EQ,sell,false,42.000000,2915.000000,75007090,1300000000018650,2022-05-27T09:07:52
TORNTPHARM,INE685A01028,2022-05-27,NSE,EQ,EQ,sell,false,38.000000,2915.000000,75007091,1300000000018650,2022-05-27T09:07:52
SHREECEM,INE070A01015,2022-05-27,NSE,EQ,EQ,buy,false,1.000000,21944.350000,79146420,1300000020074012,2022-05-27T15:20:51
SHREECEM,INE070A01015,2022-05-27,NSE,EQ,EQ,buy,false,3.000000,21944.400000,79146424,1300000020074012,2022-05-27T15:20:51
SHREECEM,INE070A01015,2022-05-27,NSE,EQ,EQ,buy,false,12.000000,21944.350000,79146421,1300000020074012,2022-05-27T15:20:51
SHREECEM,INE070A01015,2022-05-27,NSE,EQ,EQ,buy,false,1.000000,21944.350000,79146422,1300000020074012,2022-05-27T15:20:51
SHREECEM,INE070A01015,2022-05-27,NSE,EQ,EQ,buy,false,3.000000,21944.350000,79146423,1300000020074012,2022-05-27T15:20:51
TORNTPHARM,INE685A01028,2022-05-27,NSE,EQ,EQ,buy,false,59.000000,2947.250000,79147212,1300000020075122,2022-05-27T15:20:52
TORNTPHARM,INE685A01028,2022-05-27,NSE,EQ,EQ,buy,false,21.000000,2947.250000,79147211,1300000020075122,2022-05-27T15:20:52
INDIAMART,INE933S01016,2022-05-30,NSE,EQ,EQ,sell,false,33.000000,4568.400000,25016710,1100000000034378,2022-05-30T09:07:29
INDIAMART,INE933S01016,2022-05-30,NSE,EQ,EQ,sell,false,7.000000,4568.400000,25016711,1100000000034378,2022-05-30T09:07:29
PAGEIND,INE761H01022,2022-05-30,NSE,EQ,EQ,sell,false,2.000000,44636.050000,50018331,1200000000027088,2022-05-30T09:07:29
PAGEIND,INE761H01022,2022-05-30,NSE,EQ,EQ,sell,false,2.000000,44636.050000,50018332,1200000000027088,2022-05-30T09:07:29
GRANULES,INE101D01020,2022-05-30,NSE,EQ,EQ,sell,false,4.000000,267.300000,25029049,1100000000034696,2022-05-30T09:15:00
GRANULES,INE101D01020,2022-05-30,NSE,EQ,EQ,sell,false,2.000000,267.300000,25029260,1100000000034696,2022-05-30T09:15:00
GRANULES,INE101D01020,2022-05-30,NSE,EQ,EQ,sell,false,1.000000,267.300000,25029439,1100000000034696,2022-05-30T09:15:00
GRANULES,INE101D01020,2022-05-30,NSE,EQ,EQ,sell,false,5.000000,267.300000,25029462,1100000000034696,2022-05-30T09:15:00
GRANULES,INE101D01020,2022-05-30,NSE,EQ,EQ,sell,false,8.000000,267.300000,25030072,1100000000034696,2022-05-30T09:15:00
GRANULES,INE101D01020,2022-05-30,NSE,EQ,EQ,sell,false,2.000000,267.300000,25027010,1100000000034696,2022-05-30T09:15:00
GRANULES,INE101D01020,2022-05-30,NSE,EQ,EQ,sell,false,1.000000,267.300000,25027553,1100000000034696,2022-05-30T09:15:00
GRANULES,INE101D01020,2022-05-30,NSE,EQ,EQ,sell,false,8.000000,267.300000,25027583,1100000000034696,2022-05-30T09:15:00
GRANULES,INE101D01020,2022-05-30,NSE,EQ,EQ,sell,false,1.000000,267.300000,25028033,1100000000034696,2022-05-30T09:15:00
GRANULES,INE101D01020,2022-05-30,NSE,EQ,EQ,sell,false,3.000000,267.300000,25028103,1100000000034696,2022-05-30T09:15:00
GRANULES,INE101D01020,2022-05-30,NSE,EQ,EQ,sell,false,1145.000000,267.300000,25030446,1100000000034696,2022-05-30T09:15:01
GRANULES,INE101D01020,2022-05-30,NSE,EQ,EQ,buy,false,24.000000,271.200000,25286919,1100000001037900,2022-05-30T09:21:08
GRANULES,INE101D01020,2022-05-30,NSE,EQ,EQ,buy,false,46.000000,271.050000,25286911,1100000001037900,2022-05-30T09:21:08
GRANULES,INE101D01020,2022-05-30,NSE,EQ,EQ,buy,false,81.000000,271.050000,25286912,1100000001037900,2022-05-30T09:21:08
GRANULES,INE101D01020,2022-05-30,NSE,EQ,EQ,buy,false,108.000000,271.100000,25286913,1100000001037900,2022-05-30T09:21:08
GRANULES,INE101D01020,2022-05-30,NSE,EQ,EQ,buy,false,669.000000,271.150000,25286914,1100000001037900,2022-05-30T09:21:08
GRANULES,INE101D01020,2022-05-30,NSE,EQ,EQ,buy,false,46.000000,271.150000,25286915,1100000001037900,2022-05-30T09:21:08
GRANULES,INE101D01020,2022-05-30,NSE,EQ,EQ,buy,false,90.000000,271.150000,25286916,1100000001037900,2022-05-30T09:21:08
GRANULES,INE101D01020,2022-05-30,NSE,EQ,EQ,buy,false,100.000000,271.200000,25286917,1100000001037900,2022-05-30T09:21:08
GRANULES,INE101D01020,2022-05-30,NSE,EQ,EQ,buy,false,16.000000,271.200000,25286918,1100000001037900,2022-05-30T09:21:08
INDIAMART,INE933S01016,2022-05-30,NSE,EQ,EQ,buy,false,40.000000,4624.450000,25519711,1100000000450937,2022-05-30T09:30:53
PAGEIND,INE761H01022,2022-05-30,NSE,EQ,EQ,buy,false,1.000000,45170.000000,54573963,1200000020251721,2022-05-30T15:20:54
PAGEIND,INE761H01022,2022-05-30,NSE,EQ,EQ,buy,false,2.000000,45170.000000,54573962,1200000020251721,2022-05-30T15:20:54
PAGEIND,INE761H01022,2022-05-30,NSE,EQ,EQ,buy,false,1.000000,45169.950000,54573961,1200000020251721,2022-05-30T15:20:54
CROMPTON,INE299U01018,2022-05-31,NSE,EQ,EQ,sell,false,454.000000,353.400000,10102,1000000000092855,2022-05-31T09:07:05
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,sell,false,20.000000,676.000000,25008776,1100000000122474,2022-05-31T09:07:05
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,sell,false,25.000000,676.000000,25008779,1100000000122474,2022-05-31T09:07:05
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,sell,false,1.000000,676.000000,25008772,1100000000122474,2022-05-31T09:07:05
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,sell,false,40.000000,676.000000,25008775,1100000000122474,2022-05-31T09:07:05
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,sell,false,184.000000,676.000000,25008771,1100000000122474,2022-05-31T09:07:05
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,sell,false,150.000000,676.000000,25008777,1100000000122474,2022-05-31T09:07:05
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,sell,false,100.000000,676.000000,25008774,1100000000122474,2022-05-31T09:07:05
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,sell,false,5.000000,676.000000,25008778,1100000000122474,2022-05-31T09:07:05
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,sell,false,25.000000,676.000000,25008773,1100000000122474,2022-05-31T09:07:05
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,buy,false,3.000000,672.750000,25262331,1100000001064064,2022-05-31T09:21:07
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,buy,false,27.000000,672.950000,25262336,1100000001064064,2022-05-31T09:21:07
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,buy,false,100.000000,673.000000,25262337,1100000001064064,2022-05-31T09:21:07
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,buy,false,10.000000,673.000000,25262338,1100000001064064,2022-05-31T09:21:07
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,buy,false,87.000000,672.600000,25262320,1100000001064064,2022-05-31T09:21:07
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,buy,false,1.000000,673.000000,25262339,1100000001064064,2022-05-31T09:21:07
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,buy,false,106.000000,673.000000,25262340,1100000001064064,2022-05-31T09:21:07
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,buy,false,51.000000,672.750000,25262332,1100000001064064,2022-05-31T09:21:07
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,buy,false,10.000000,672.750000,25262329,1100000001064064,2022-05-31T09:21:07
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,buy,false,10.000000,672.750000,25262327,1100000001064064,2022-05-31T09:21:07
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,buy,false,9.000000,672.750000,25262326,1100000001064064,2022-05-31T09:21:07
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,buy,false,1.000000,672.700000,25262321,1100000001064064,2022-05-31T09:21:07
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,buy,false,9.000000,672.750000,25262328,1100000001064064,2022-05-31T09:21:07
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,buy,false,6.000000,672.450000,25262317,1100000001064064,2022-05-31T09:21:07
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,buy,false,10.000000,672.750000,25262325,1100000001064064,2022-05-31T09:21:07
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,buy,false,9.000000,672.750000,25262330,1100000001064064,2022-05-31T09:21:07
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,buy,false,5.000000,672.800000,25262333,1100000001064064,2022-05-31T09:21:07
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,buy,false,1.000000,672.500000,25262318,1100000001064064,2022-05-31T09:21:07
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,buy,false,9.000000,672.750000,25262324,1100000001064064,2022-05-31T09:21:07
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,buy,false,6.000000,672.500000,25262319,1100000001064064,2022-05-31T09:21:07
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,buy,false,21.000000,672.800000,25262334,1100000001064064,2022-05-31T09:21:07
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,buy,false,10.000000,672.750000,25262323,1100000001064064,2022-05-31T09:21:07
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,buy,false,30.000000,672.700000,25262322,1100000001064064,2022-05-31T09:21:07
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,buy,false,19.000000,672.900000,25262335,1100000001064064,2022-05-31T09:21:07
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,sell,false,500.000000,669.000000,25309529,1100000001131614,2022-05-31T09:22:44
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,sell,false,27.000000,673.900000,25473892,1100000002006847,2022-05-31T09:29:53
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,sell,false,20.000000,673.900000,25474117,1100000002006847,2022-05-31T09:29:53
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,sell,false,53.000000,673.900000,25474421,1100000002006847,2022-05-31T09:29:55
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,sell,false,50.000000,672.000000,25494468,1100000002088072,2022-05-31T09:30:46
CROMPTON,INE299U01018,2022-05-31,NSE,EQ,EQ,buy,false,200.000000,355.250000,447810,1000000000762329,2022-05-31T09:32:42
CROMPTON,INE299U01018,2022-05-31,NSE,EQ,EQ,buy,false,254.000000,355.250000,447811,1000000000762329,2022-05-31T09:32:42
INTELLECT,INE306R01017,2022-05-31,NSE,EQ,EQ,buy,false,650.000000,676.600000,25779087,1100000001332531,2022-05-31T09:45:33
BALKRISIND,INE787D01026,2022-06-01,NSE,EQ,EQ,sell,false,16.000000,2340.000000,1840,1000000000017674,2022-06-01T09:07:15
BALKRISIND,INE787D01026,2022-06-01,NSE,EQ,EQ,sell,false,12.000000,2340.000000,1839,1000000000017674,2022-06-01T09:07:15
BALKRISIND,INE787D01026,2022-06-01,NSE,EQ,EQ,sell,false,11.000000,2340.000000,1838,1000000000017674,2022-06-01T09:07:15
BALKRISIND,INE787D01026,2022-06-01,NSE,EQ,EQ,sell,false,10.000000,2340.000000,1837,1000000000017674,2022-06-01T09:07:15
BALKRISIND,INE787D01026,2022-06-01,NSE,EQ,EQ,sell,false,20.000000,2340.000000,1836,1000000000017674,2022-06-01T09:07:15
BALKRISIND,INE787D01026,2022-06-01,NSE,EQ,EQ,sell,false,71.000000,2340.000000,1835,1000000000017674,2022-06-01T09:07:15
BALKRISIND,INE787D01026,2022-06-01,NSE,EQ,EQ,sell,false,3.000000,2338.000000,207544,1000000000694414,2022-06-01T09:18:27
BALKRISIND,INE787D01026,2022-06-01,NSE,EQ,EQ,sell,false,10.000000,2338.000000,208380,1000000000694414,2022-06-01T09:18:28
BALKRISIND,INE787D01026,2022-06-01,NSE,EQ,EQ,sell,false,2.000000,2338.000000,210862,1000000000694414,2022-06-01T09:18:32
BALKRISIND,INE787D01026,2022-06-01,NSE,EQ,EQ,sell,false,2.000000,2338.000000,212787,1000000000694414,2022-06-01T09:18:33
BALKRISIND,INE787D01026,2022-06-01,NSE,EQ,EQ,sell,false,1.000000,2338.000000,212734,1000000000694414,2022-06-01T09:18:33
BALKRISIND,INE787D01026,2022-06-01,NSE,EQ,EQ,sell,false,4.000000,2338.000000,212905,1000000000694414,2022-06-01T09:18:34
BALKRISIND,INE787D01026,2022-06-01,NSE,EQ,EQ,sell,false,5.000000,2338.000000,213617,1000000000694414,2022-06-01T09:18:35
BALKRISIND,INE787D01026,2022-06-01,NSE,EQ,EQ,sell,false,4.000000,2338.000000,215192,1000000000694414,2022-06-01T09:18:37
BALKRISIND,INE787D01026,2022-06-01,NSE,EQ,EQ,sell,false,1.000000,2338.000000,215628,1000000000694414,2022-06-01T09:18:38
BALKRISIND,INE787D01026,2022-06-01,NSE,EQ,EQ,sell,false,1.000000,2338.000000,216225,1000000000694414,2022-06-01T09:18:39
BALKRISIND,INE787D01026,2022-06-01,NSE,EQ,EQ,sell,false,1.000000,2338.000000,216986,1000000000694414,2022-06-01T09:18:40
BALKRISIND,INE787D01026,2022-06-01,NSE,EQ,EQ,sell,false,2.000000,2338.000000,217454,1000000000694414,2022-06-01T09:18:41
BALKRISIND,INE787D01026,2022-06-01,NSE,EQ,EQ,sell,false,1.000000,2338.000000,218633,1000000000694414,2022-06-01T09:18:43
BALKRISIND,INE787D01026,2022-06-01,NSE,EQ,EQ,sell,false,5.000000,2338.000000,221469,1000000000694414,2022-06-01T09:18:48
BALKRISIND,INE787D01026,2022-06-01,NSE,EQ,EQ,sell,false,16.000000,2338.000000,223363,1000000000694414,2022-06-01T09:18:51
BALKRISIND,INE787D01026,2022-06-01,NSE,EQ,EQ,sell,false,2.000000,2338.000000,223655,1000000000694414,2022-06-01T09:18:52
BALKRISIND,INE787D01026,2022-06-01,NSE,EQ,EQ,sell,false,1.000000,2338.000000,225687,1000000000694414,2022-06-01T09:18:55
BALKRISIND,INE787D01026,2022-06-01,NSE,EQ,EQ,sell,false,38.000000,2338.000000,226829,1000000000694414,2022-06-01T09:18:57
BALKRISIND,INE787D01026,2022-06-01,NSE,EQ,EQ,sell,false,1.000000,2338.000000,226586,1000000000694414,2022-06-01T09:18:57
MRF,INE883A01011,2022-06-01,NSE,EQ,EQ,buy,false,1.000000,77050.000000,50823918,1200000003847566,2022-06-01T09:51:10
MRF,INE883A01011,2022-06-01,NSE,EQ,EQ,sell,false,1.000000,76800.000000,50921630,1200000004386110,2022-06-01T09:57:34
BALKRISIND,INE787D01026,2022-06-01,NSE,EQ,EQ,buy,false,240.000000,2353.600000,2364987,1000000005747976,2022-06-01T12:17:19
ASTRAL,INE006I01046,2022-06-01,NSE,EQ,EQ,sell,false,5.000000,1814.100000,2761134,1000000013148233,2022-06-01T13:10:43
ASTRAL,INE006I01046,2022-06-01,NSE,EQ,EQ,sell,false,95.000000,1814.100000,2761372,1000000013148233,2022-06-01T13:10:46
ASTRAL,INE006I01046,2022-06-01,NSE,EQ,EQ,sell,false,25.000000,1813.900000,2768203,1000000013167443,2022-06-01T13:11:28
MFSL,INE180A01020,2022-06-01,NSE,EQ,EQ,sell,false,77.000000,820.000000,52771335,1200000013553149,2022-06-01T13:13:19
MFSL,INE180A01020,2022-06-01,NSE,EQ,EQ,sell,false,78.000000,820.000000,52772006,1200000013553149,2022-06-01T13:13:23
MFSL,INE180A01020,2022-06-01,NSE,EQ,EQ,sell,false,95.000000,820.000000,52772383,1200000013553149,2022-06-01T13:13:25
MFSL,INE180A01020,2022-06-01,NSE,EQ,EQ,buy,false,250.000000,811.450000,52958788,1200000014430801,2022-06-01T13:33:41
ASTRAL,INE006I01046,2022-06-01,NSE,EQ,EQ,buy,false,22.000000,1799.950000,3193128,1000000013337614,2022-06-01T13:59:10
ASTRAL,INE006I01046,2022-06-01,NSE,EQ,EQ,buy,false,3.000000,1799.900000,3193127,1000000013337614,2022-06-01T13:59:10
ASTRAL,INE006I01046,2022-06-01,NSE,EQ,EQ,buy,false,100.000000,1799.800000,3193126,1000000013337614,2022-06-01T13:59:10
ABBOTINDIA,INE358A01014,2022-06-03,NSE,EQ,EQ,sell,false,1.000000,18450.000000,13336,1000000000035387,2022-06-03T09:07:34
ABBOTINDIA,INE358A01014,2022-06-03,NSE,EQ,EQ,sell,false,1.000000,18450.000000,13335,1000000000035387,2022-06-03T09:07:34
ABBOTINDIA,INE358A01014,2022-06-03,NSE,EQ,EQ,sell,false,2.000000,18450.000000,13334,1000000000035387,2022-06-03T09:07:34
ABBOTINDIA,INE358A01014,2022-06-03,NSE,EQ,EQ,sell,false,1.000000,18450.000000,13330,1000000000035387,2022-06-03T09:07:34
ABBOTINDIA,INE358A01014,2022-06-03,NSE,EQ,EQ,sell,false,1.000000,18450.000000,13331,1000000000035387,2022-06-03T09:07:34
ABBOTINDIA,INE358A01014,2022-06-03,NSE,EQ,EQ,sell,false,1.000000,18450.000000,13333,1000000000035387,2022-06-03T09:07:34
ABBOTINDIA,INE358A01014,2022-06-03,NSE,EQ,EQ,sell,false,3.000000,18450.000000,13332,1000000000035387,2022-06-03T09:07:34
ABBOTINDIA,INE358A01014,2022-06-03,NSE,EQ,EQ,sell,false,10.000000,18548.000000,99433,1000000000305778,2022-06-03T09:16:26
ABBOTINDIA,INE358A01014,2022-06-03,NSE,EQ,EQ,buy,false,12.000000,18400.000000,566552,1000000000461825,2022-06-03T09:35:50
ABBOTINDIA,INE358A01014,2022-06-03,NSE,EQ,EQ,buy,false,8.000000,18400.000000,566551,1000000000461825,2022-06-03T09:35:50
METROPOLIS,INE112L01020,2022-06-06,NSE,EQ,EQ,sell,false,1.000000,1654.450000,50007513,1200000000029904,2022-06-06T09:07:30
METROPOLIS,INE112L01020,2022-06-06,NSE,EQ,EQ,sell,false,12.000000,1654.450000,50007514,1200000000029904,2022-06-06T09:07:30
METROPOLIS,INE112L01020,2022-06-06,NSE,EQ,EQ,sell,false,72.000000,1654.450000,50007512,1200000000029904,2022-06-06T09:07:30
METROPOLIS,INE112L01020,2022-06-06,NSE,EQ,EQ,buy,false,15.000000,1686.000000,50167115,1200000000747949,2022-06-06T09:18:52
METROPOLIS,INE112L01020,2022-06-06,NSE,EQ,EQ,buy,false,15.000000,1686.000000,50167029,1200000000747949,2022-06-06T09:18:52
METROPOLIS,INE112L01020,2022-06-06,NSE,EQ,EQ,buy,false,5.000000,1686.000000,50167028,1200000000747949,2022-06-06T09:18:52
METROPOLIS,INE112L01020,2022-06-06,NSE,EQ,EQ,buy,false,50.000000,1686.000000,50167027,1200000000747949,2022-06-06T09:18:52
ONGC,INE213A01029,2022-06-08,NSE,EQ,EQ,sell,false,1000.000000,163.500000,50002711,1200000000019867,2022-06-08T09:07:19
ONGC,INE213A01029,2022-06-08,NSE,EQ,EQ,buy,false,429.000000,164.700000,53060898,1200000003680376,2022-06-08T13:29:14
ONGC,INE213A01029,2022-06-08,NSE,EQ,EQ,buy,false,500.000000,164.700000,53060899,1200000003680376,2022-06-08T13:29:14
ONGC,INE213A01029,2022-06-08,NSE,EQ,EQ,buy,false,1.000000,164.700000,53060901,1200000003680376,2022-06-08T13:29:14
ONGC,INE213A01029,2022-06-08,NSE,EQ,EQ,buy,false,47.000000,164.700000,53060903,1200000003680376,2022-06-08T13:29:14
ONGC,INE213A01029,2022-06-08,NSE,EQ,EQ,buy,false,22.000000,164.700000,53060902,1200000003680376,2022-06-08T13:29:14
ONGC,INE213A01029,2022-06-08,NSE,EQ,EQ,buy,false,1.000000,164.700000,53060900,1200000003680376,2022-06-08T13:29:14
DALBHARAT,INE00R701025,2022-06-09,NSE,EQ,EQ,sell,false,10.000000,1272.000000,25380104,1100000001794299,2022-06-09T09:29:59
DALBHARAT,INE00R701025,2022-06-09,NSE,EQ,EQ,sell,false,67.000000,1272.000000,25381191,1100000001794299,2022-06-09T09:30:02
DALBHARAT,INE00R701025,2022-06-09,NSE,EQ,EQ,sell,false,159.000000,1272.000000,25383118,1100000001794299,2022-06-09T09:30:08
DALBHARAT,INE00R701025,2022-06-09,NSE,EQ,EQ,sell,false,1.000000,1272.000000,25383196,1100000001794299,2022-06-09T09:30:09
DALBHARAT,INE00R701025,2022-06-09,NSE,EQ,EQ,sell,false,96.000000,1272.000000,25383678,1100000001794299,2022-06-09T09:30:11
DALBHARAT,INE00R701025,2022-06-09,NSE,EQ,EQ,buy,false,2.000000,1279.000000,25579851,1100000001874899,2022-06-09T09:43:22
DALBHARAT,INE00R701025,2022-06-09,NSE,EQ,EQ,buy,false,6.000000,1279.000000,25579869,1100000001874899,2022-06-09T09:43:22
DALBHARAT,INE00R701025,2022-06-09,NSE,EQ,EQ,buy,false,250.000000,1279.000000,25579868,1100000001874899,2022-06-09T09:43:22
DALBHARAT,INE00R701025,2022-06-09,NSE,EQ,EQ,buy,false,2.000000,1279.000000,25579852,1100000001874899,2022-06-09T09:43:22
DALBHARAT,INE00R701025,2022-06-09,NSE,EQ,EQ,buy,false,25.000000,1279.000000,25579850,1100000001874899,2022-06-09T09:43:22
DALBHARAT,INE00R701025,2022-06-09,NSE,EQ,EQ,buy,false,38.000000,1279.000000,25579849,1100000001874899,2022-06-09T09:43:22
DALBHARAT,INE00R701025,2022-06-09,NSE,EQ,EQ,buy,false,1.000000,1279.000000,25579848,1100000001874899,2022-06-09T09:43:22
DALBHARAT,INE00R701025,2022-06-09,NSE,EQ,EQ,buy,false,1.000000,1279.000000,25579847,1100000001874899,2022-06-09T09:43:22
DALBHARAT,INE00R701025,2022-06-09,NSE,EQ,EQ,buy,false,8.000000,1278.900000,25579846,1100000001874899,2022-06-09T09:43:22
BAJAJ-AUTO,INE917I01010,2022-06-24,NSE,EQ,EQ,sell,false,125.000000,3800.800000,6792,1000000000009774,2022-06-24T09:07:05
BAJAJ-AUTO,INE917I01010,2022-06-24,NSE,EQ,EQ,buy,false,10.000000,3830.000000,390030,1000000000611853,2022-06-24T09:35:14
BAJAJ-AUTO,INE917I01010,2022-06-24,NSE,EQ,EQ,buy,false,83.000000,3830.000000,390031,1000000000611853,2022-06-24T09:35:14
BAJAJ-AUTO,INE917I01010,2022-06-24,NSE,EQ,EQ,buy,false,1.000000,3830.000000,390029,1000000000611853,2022-06-24T09:35:14
BAJAJ-AUTO,INE917I01010,2022-06-24,NSE,EQ,EQ,buy,false,1.000000,3830.000000,390027,1000000000611853,2022-06-24T09:35:14
BAJAJ-AUTO,INE917I01010,2022-06-24,NSE,EQ,EQ,buy,false,20.000000,3830.000000,390026,1000000000611853,2022-06-24T09:35:14
BAJAJ-AUTO,INE917I01010,2022-06-24,NSE,EQ,EQ,buy,false,9.000000,3830.000000,390025,1000000000611853,2022-06-24T09:35:14
BAJAJ-AUTO,INE917I01010,2022-06-24,NSE,EQ,EQ,buy,false,1.000000,3830.000000,390028,1000000000611853,2022-06-24T09:35:14
ABBOTINDIA,INE358A01014,2022-06-30,NSE,EQ,EQ,sell,false,1.000000,18924.000000,204537,1000000000838304,2022-06-30T09:22:01
ABBOTINDIA,INE358A01014,2022-06-30,NSE,EQ,EQ,sell,false,2.000000,18924.000000,205477,1000000000838304,2022-06-30T09:22:05
ABBOTINDIA,INE358A01014,2022-06-30,NSE,EQ,EQ,sell,false,11.000000,18923.900000,228356,1000000000838304,2022-06-30T09:23:18
ABBOTINDIA,INE358A01014,2022-06-30,NSE,EQ,EQ,sell,false,9.000000,18923.900000,228355,1000000000838304,2022-06-30T09:23:18
ABBOTINDIA,INE358A01014,2022-06-30,NSE,EQ,EQ,buy,false,11.000000,18805.000000,1111673,1000000002280085,2022-06-30T10:43:50
ABBOTINDIA,INE358A01014,2022-06-30,NSE,EQ,EQ,buy,false,12.000000,18800.000000,1111672,1000000002280085,2022-06-30T10:43:50
MCX,INE745G01035,2022-07-01,NSE,EQ,EQ,sell,false,75.000000,1314.000000,50324005,1200000001761197,2022-07-01T09:29:14
MCX,INE745G01035,2022-07-01,NSE,EQ,EQ,sell,false,6.000000,1314.000000,50324004,1200000001761197,2022-07-01T09:29:14
MCX,INE745G01035,2022-07-01,NSE,EQ,EQ,sell,false,8.000000,1314.050000,50324003,1200000001761197,2022-07-01T09:29:14
MCX,INE745G01035,2022-07-01,NSE,EQ,EQ,sell,false,10.000000,1314.100000,50324002,1200000001761197,2022-07-01T09:29:14
MCX,INE745G01035,2022-07-01,NSE,EQ,EQ,sell,false,1.000000,1314.100000,50324001,1200000001761197,2022-07-01T09:29:14
MCX,INE745G01035,2022-07-01,NSE,EQ,EQ,buy,false,38.000000,1298.000000,50789379,1200000004404454,2022-07-01T10:05:34
