symbol,tradeDate,exchange,quantity,price,executionTime,strikePrice,expiryDate,optionsType,tradeType,assetType,id,tradeId
TATACHEM,2022-08-10,NSE,100,1043.0,11:16:10,,,,sell,cash,d511bc21898225c9472e599366df9f22,6a125a7e3cd278424b565a45ad18343f
POLYCAB,2022-08-11,NSE,155,2446.05,09:07:02,,,,sell,cash,ade52cfdd3ceee724b6bc952c35cd50c,eddc411a718adc171db36b4de0365577
MGL,2022-08-11,NSE,288,848.1,09:38:16,,,,sell,cash,a34f2a05ea470cc6fa632bf10686011d,bb3df0b448cfb0b78b4c889f74609c6e
POLYCAB,2022-08-11,NSE,155,2429.15,09:45:57,,,,buy,cash,4f21d1ce20370f2d8ee3f6b5d5e481f7,eddc411a718adc171db36b4de0365577
WIPRO,2022-08-11,NSE,580,438.0,09:57:31,,,,sell,cash,aee6018e41b1e11dd407666e2843bd71,c8fff31a8f2900c1ae1bfa899a7cd532
MGL,2022-08-11,NSE,288,853.2460069444445,10:06:16,,,,buy,cash,4ea4b12c9cfd844841a72607ee896a73,bb3df0b448cfb0b78b4c889f74609c6e
WIPRO,2022-08-11,NSE,580,438.25,15:16:13,,,,buy,cash,2257d5361f6c8451d2eef61557189455,c8fff31a8f2900c1ae1bfa899a7cd532
TRENT,2022-08-12,NSE,380,1347.0,09:07:08,,,,sell,cash,c739a676aa89f0feb631f56082121a21,cd9cc5b5d7fb1b6a67b8702ae267e216
MCX,2022-08-12,NSE,380,1319.0067105263158,09:16:17,,,,sell,cash,6e711be77f16d9373a112b84858baa56,711133aed4a9d240d47ba3051003c8cc
GSPL,2022-08-12,NSE,2150,235.8,09:16:38,,,,sell,cash,cabdce46d502feadad4b344d3359c1f5,01c0afa44efbca6c4478e4f0e18e1f6f
TRENT,2022-08-12,NSE,380,1334.95,09:18:58,,,,buy,cash,260ca8ed88361eb97254a3ad3a5207bb,cd9cc5b5d7fb1b6a67b8702ae267e216
GSPL,2022-08-12,NSE,2150,237.7429069767442,09:19:44,,,,buy,cash,50beec576ee88ebe3a61c273ca94a360,01c0afa44efbca6c4478e4f0e18e1f6f
MCX,2022-08-12,NSE,380,1313.001842105263,09:28:59,,,,buy,cash,88ba8666925cb420cfcf87b8ee2be33a,711133aed4a9d240d47ba3051003c8cc
IPCALAB,2022-08-12,NSE,267,919.9662921348314,09:41:47,,,,buy,cash,0dcd5db18b5175300612bb88c6718d0e,9e58c70710f105b483ff0f5a92da9263
IPCALAB,2022-08-12,NSE,267,928.7,09:45:51,,,,sell,cash,a480ee7b32fa4711d953427e787beb19,9e58c70710f105b483ff0f5a92da9263
TATASTEEL,2022-08-12,NSE,500,112.0,09:51:16,,,,sell,cash,86514cbba7d9e590d88e7ad44286e402,b9a7366417e403d697a9458d8e26000b
DIVISLAB,2022-08-12,NSE,150,3851.0706666666665,10:00:41,,,,buy,cash,8f8f9e14ed132a858232f445e1553829,b424475e85f703d34d4113bdc4a5aea8
DIVISLAB,2022-08-12,NSE,100,3852.6999999999994,10:01:35,,,,sell,cash,5105ec84f6ed330281680703b0654258,b424475e85f703d34d4113bdc4a5aea8
DIVISLAB,2022-08-12,NSE,50,3838.0,10:02:43,,,,buy,cash,d6866cd75d6a6b746902adeace5299b0,b424475e85f703d34d4113bdc4a5aea8
DIVISLAB,2022-08-12,NSE,100,3820.0,10:27:16,,,,sell,cash,f2eaff4026e2af6732b98955f6d98797,b424475e85f703d34d4113bdc4a5aea8
TATASTEEL,2022-08-12,NSE,500,111.15,10:29:44,,,,buy,cash,48b269134ccf60d9ce9a25cb5f419ad4,b9a7366417e403d697a9458d8e26000b
DIVISLAB,2022-08-12,NSE,30,3837.1366666666668,10:32:35,,,,buy,cash,cd8b6bdc02ae4bf284bfbff0c6793f2e,f14590c7694b203e8a8c1b480218069e
DIVISLAB,2022-08-12,NSE,20,3832.95,10:32:43,,,,buy,cash,4fc25a3cde120e5a80ae5fefc79f0377,f14590c7694b203e8a8c1b480218069e
DIVISLAB,2022-08-12,NSE,30,3862.0,12:27:46,,,,sell,cash,9def29d11b54c35b3ad37d7b1ef6342f,f14590c7694b203e8a8c1b480218069e
DIVISLAB,2022-08-12,NSE,20,3862.0,12:29:00,,,,sell,cash,7b0f2c1582c8e06ac09dc9c3fb86db70,f14590c7694b203e8a8c1b480218069e
DIVISLAB,2022-08-12,NSE,30,3828.95,12:33:23,,,,buy,cash,bb751b451648d023073ed175c45b4190,e31d1fdb3f51ee8b09d44e32faf16561
DIVISLAB,2022-08-12,NSE,10,3824.0,12:33:41,,,,buy,cash,8beb3f34873de58a64ebe79ec1bc2152,e31d1fdb3f51ee8b09d44e32faf16561
DIVISLAB,2022-08-12,NSE,20,3817.0,12:34:43,,,,buy,cash,e9ae5c48b88e307e52274bfdc6f96b6f,e31d1fdb3f51ee8b09d44e32faf16561
DIVISLAB,2022-08-12,NSE,40,3777.0,13:05:32,,,,buy,cash,2479f6e0a0505f66489b49e72ebbc2ae,e31d1fdb3f51ee8b09d44e32faf16561
DIVISLAB,2022-08-12,NSE,20,3749.0,13:23:27,,,,buy,cash,827de454cd82c8032805b732026823e1,e31d1fdb3f51ee8b09d44e32faf16561
DIVISLAB,2022-08-12,NSE,10,3751.0,13:23:40,,,,buy,cash,eb04cb226dfafecfa6bf2355cc883188,e31d1fdb3f51ee8b09d44e32faf16561
DIVISLAB,2022-08-12,NSE,40,3734.0,13:36:36,,,,buy,cash,3c9a9aad54fd3aa94d4099da38d33232,e31d1fdb3f51ee8b09d44e32faf16561
DIVISLAB,2022-08-12,NSE,70,3728.0,13:36:53,,,,buy,cash,7d12c21d206033fa7a863f116bff1547,e31d1fdb3f51ee8b09d44e32faf16561
DIVISLAB,2022-08-12,NSE,240,3719.5672916666667,13:38:08,,,,sell,cash,56e7ed30847c5c2ba4f49b9c8a13a101,e31d1fdb3f51ee8b09d44e32faf16561
TRENT,2022-08-16,NSE,190,1390.6,09:07:12,,,,sell,cash,78c4cbf21d8c529b8b73f3f32d6f92b7,fe5f9bc5275b6879b7a1c50ac52553fb
TRENT,2022-08-16,NSE,190,1400.0,09:16:32,,,,buy,cash,8cbf0716b677e6c00e55a104c03633e9,fe5f9bc5275b6879b7a1c50ac52553fb
GSPL,2022-08-16,NSE,1500,249.5,09:17:32,,,,sell,cash,67596708a9cb141c96b3abcd8d2510fa,0aea8c71622fc23533dca1847089e4ac
GSPL,2022-08-16,NSE,1000,247.275,09:21:25,,,,buy,cash,f63abc1f1b7fd61249d51dc3febc4a90,0aea8c71622fc23533dca1847089e4ac
APOLLOHOSP,2022-08-16,NSE,58,4307.0,09:30:31,,,,sell,cash,4eeeddf964c7a39d94024dc7f7396a31,55cb1934d4483055596e0f4fbaabfba6
GSPL,2022-08-16,NSE,500,247.85,09:35:39,,,,buy,cash,7abad3a63f97747aeae1f0e995ac4c03,0aea8c71622fc23533dca1847089e4ac
ASIANPAINT,2022-08-16,NSE,23,3493.8499999999995,09:52:16,,,,buy,cash,54e4039396159abdd5411314b6ce2a86,170bddbae6baef6afbcbfba15584a10c
APOLLOHOSP,2022-08-16,NSE,58,4335.5,09:59:01,,,,buy,cash,bfcb83b0223994b22046065a600d1e51,55cb1934d4483055596e0f4fbaabfba6
TRENT,2022-08-16,NSE,55,1435.0,10:17:09,,,,buy,cash,78101ee5f041504f635051c8ff77779c,c12d8bc99a0cc105b33d24230c30bd85
TRENT,2022-08-16,NSE,55,1426.0,11:13:24,,,,sell,cash,acba8b8e9fce5d580283ab517fbb3e22,c12d8bc99a0cc105b33d24230c30bd85
ASIANPAINT,2022-08-16,NSE,23,3478.3499999999995,14:48:47,,,,sell,cash,d8f3c0243076b29e740f2c89bb4d0067,170bddbae6baef6afbcbfba15584a10c
AMBUJACEM,2022-08-17,NSE,1250,398.75,09:07:13,,,,sell,cash,28910634fe9627571642456d73ba28b9,fc87ecafaeebf5a4a964363e5829b078
BATAINDIA,2022-08-17,NSE,130,1971.25,09:07:13,,,,sell,cash,f7ee8a202aeff8c6f54d206613a6c66d,2abf9ef17e9c84349982f017486cd7c2
TORNTPHARM,2022-08-17,NSE,180,1573.7,09:15:38,,,,sell,cash,51a7475e2e90a6d695c601feec15f8dc,64c6ffd69a4de2f8205c6639aef34d3b
AMBUJACEM,2022-08-17,NSE,1250,401.65,09:18:37,,,,buy,cash,e5b795db39a2b190b7ab5a56c46b7cad,fc87ecafaeebf5a4a964363e5829b078
BATAINDIA,2022-08-17,NSE,130,1955.0,09:22:43,,,,buy,cash,0effb07bb7c271ff2a2819bbc356db00,2abf9ef17e9c84349982f017486cd7c2
TORNTPHARM,2022-08-17,NSE,80,1563.5,09:34:28,,,,buy,cash,74711ebd562d7b551c24d45404d3e8ad,64c6ffd69a4de2f8205c6639aef34d3b
TORNTPHARM,2022-08-17,NSE,100,1570.852,09:35:40,,,,buy,cash,5b1a3fa1da3b6f399aca8b4dbc64574d,64c6ffd69a4de2f8205c6639aef34d3b
AMBUJACEM,2022-08-17,NSE,385,403.3,09:56:42,,,,sell,cash,9d0bc626f7c13369ebdef49ad7b34c94,9b1d47c4906f8659b48b8e97f5dc9462
NTPC,2022-08-17,NSE,526,163.0,09:58:40,,,,buy,cash,f5a32d2ed27767a1a33e271fef17e160,d251ca67e73bbda77e30bda8f28c969b
AMBUJACEM,2022-08-17,NSE,385,403.9500000000001,09:59:42,,,,buy,cash,236a9ca432e97c8ed5aa76953df7e065,9b1d47c4906f8659b48b8e97f5dc9462
MGL,2022-08-17,NSE,70,904.137142857143,10:21:57,,,,sell,cash,6b3ed61789c812853394105f50fbcb6f,1410e9fa217a60efe45995e902ee0901
MGL,2022-08-17,NSE,70,909.0,10:44:24,,,,buy,cash,e8c1156d7dd2c52b6528522d11a94637,1410e9fa217a60efe45995e902ee0901
NTPC,2022-08-17,NSE,526,162.1,12:03:50,,,,sell,cash,d3620f297b4c7f6032862cb30c8e55d2,d251ca67e73bbda77e30bda8f28c969b
GRANULES,2022-08-18,NSE,1250,327.4,09:07:40,,,,sell,cash,f67252186b0f56a96079e9645fd73ae3,f0a55e65cd70fef97d930c10eabc71d7
HONAUT,2022-08-18,NSE,2,43531.95,09:07:40,,,,sell,cash,33e3b4c4f318f3fe023d8fb6e8d2489e,c21e7a64b36e9326c2eaa39232c198a9
HONAUT,2022-08-18,NSE,2,43827.0,09:20:00,,,,buy,cash,558eb9f519bd2015c06a12715f361f70,c21e7a64b36e9326c2eaa39232c198a9
DRREDDY,2022-08-18,NSE,25,4180.592000000001,09:41:24,,,,sell,cash,271d0db8ddf72dde2cd6f86a3b1fbb47,d70038d9e993ba120ce3976cc058d895
DRREDDY,2022-08-18,NSE,25,4200.0,09:45:45,,,,buy,cash,bffef4fafc333f4c41b68586718f6e34,d70038d9e993ba120ce3976cc058d895
GRANULES,2022-08-18,NSE,1250,324.92751999999996,09:57:25,,,,buy,cash,faf357390b44d7a5a809db57033d43aa,f0a55e65cd70fef97d930c10eabc71d7
TATAMOTORS,2022-08-18,NSE,150,485.25,10:02:52,,,,sell,cash,dc88284d80ea833d7e954a5ac8677859,932035eb5e74c799be7014c25daece4f
TATAMOTORS,2022-08-18,NSE,150,480.5,11:30:34,,,,buy,cash,8c125cb66f37216b2c9f23aa81c9ed70,932035eb5e74c799be7014c25daece4f
HAL,2022-08-19,NSE,50,2294.0,09:19:41,,,,buy,cash,c3f3c1b37990e69c2dbf51704715c56f,28708037e688950fff540ce2e0896537
HAL,2022-08-19,NSE,50,2284.0,09:30:25,,,,sell,cash,0892cf5c86d33ad22b852bc63ef0b3c3,28708037e688950fff540ce2e0896537
TATACHEM,2022-08-19,NSE,70,1154.6,09:31:57,,,,buy,cash,a37c0d03db068a18b7bec7a2addd9abe,2ca41df5b691cb1b0fa722114edeb1f3
TATACHEM,2022-08-19,NSE,25,1160.75,09:37:53,,,,sell,cash,f808ad928c9d52073e8a0f87b42b14cb,2ca41df5b691cb1b0fa722114edeb1f3
TATACHEM,2022-08-19,NSE,15,1163.65,09:39:38,,,,sell,cash,cd23b76d8ffdbb28e0f7c85f9718bc54,2ca41df5b691cb1b0fa722114edeb1f3
TATACHEM,2022-08-19,NSE,30,1166.0,09:40:17,,,,sell,cash,289c879ae4d57049cd5fce9e78262ddc,2ca41df5b691cb1b0fa722114edeb1f3
TATACHEM,2022-08-19,NSE,15,1168.1,09:41:27,,,,sell,cash,44faf72f360010b1bd9a908c51a4b4f6,b48ba82b601a112972b9bb6dd2177b79
TATACHEM,2022-08-19,NSE,30,1172.0,09:47:20,,,,sell,cash,717225caef937c06b6940b8e7abe3926,b48ba82b601a112972b9bb6dd2177b79
TATACHEM,2022-08-19,NSE,45,1180.0,09:49:10,,,,buy,cash,3b0bb078f82015946578069bff574e1c,b48ba82b601a112972b9bb6dd2177b79
COFORGE,2022-08-19,NSE,10,4055.0,09:53:17,,,,sell,cash,5a754029ff42ab9b63c52998883a5c8e,9775c1733104040e297112ab35d122f9
COFORGE,2022-08-19,NSE,5,4055.0,09:53:17,,,,sell,cash,2087a731c42a9b0564476f5d62b69fd6,9775c1733104040e297112ab35d122f9
COFORGE,2022-08-19,NSE,15,4016.0,10:02:06,,,,buy,cash,3775bdde26912dbdacc711e260830cfb,9775c1733104040e297112ab35d122f9
TATACOMM,2022-08-22,NSE,200,1129.75,09:07:18,,,,sell,cash,02438ec1e91c05541052315df2464d2b,8224664905d2d48fc21b0dc7217760ba
TATACOMM,2022-08-22,NSE,170,1127.0,09:15:59,,,,sell,cash,7cdb528a62849a1396d53abffbd60aeb,8224664905d2d48fc21b0dc7217760ba
TATACOMM,2022-08-22,NSE,370,1136.9,09:21:51,,,,buy,cash,a1dd15dbed7bd44d44f30dd4083c719e,8224664905d2d48fc21b0dc7217760ba
IPCALAB,2022-08-22,NSE,80,903.9,09:31:36,,,,sell,cash,46cf5c17bfd4ad5baf43132ae6ac0933,1b73e6d7a91cbdf325c9ba68b6875123
TATACOMM,2022-08-22,NSE,100,1159.4515000000001,09:39:48,,,,buy,cash,6de345ad394eb532e08979eb02112c0b,7438930d81640d5ef40356c58e6301df
TATACOMM,2022-08-22,NSE,40,1160.0,09:41:23,,,,sell,cash,d07779b74a025fd36fa3aa98641f4b6d,7438930d81640d5ef40356c58e6301df
TATACOMM,2022-08-22,NSE,10,1153.6,09:43:30,,,,buy,cash,f36d6bb454741d2b2974a71b7613827b,7438930d81640d5ef40356c58e6301df
IPCALAB,2022-08-22,NSE,80,911.9,09:57:25,,,,buy,cash,0b8ee9b2c6b758c18b3b8af7f2400ec7,1b73e6d7a91cbdf325c9ba68b6875123
TATACOMM,2022-08-22,NSE,20,1160.5,09:58:27,,,,sell,cash,d7bea2f6acf50cfaad577cc15e4a6d75,7438930d81640d5ef40356c58e6301df
AMBUJACEM,2022-08-22,NSE,100,417.15,10:05:13,,,,buy,cash,ee455551e440c0ba034ab91ee2e9ac5c,2b627d202bc05d1e66d51daecabe6ec5
AMBUJACEM,2022-08-22,NSE,50,416.55,10:05:40,,,,buy,cash,e727b921219b3275f3c73c3475d5b5df,2b627d202bc05d1e66d51daecabe6ec5
TATACOMM,2022-08-22,NSE,50,1157.1580000000001,10:10:54,,,,sell,cash,9272d1812732caaeddb900f775f1afba,7438930d81640d5ef40356c58e6301df
AMBUJACEM,2022-08-22,NSE,50,419.5,12:44:09,,,,sell,cash,aec5c9f2b235d06e060fb0ce5dd63169,2b627d202bc05d1e66d51daecabe6ec5
AMBUJACEM,2022-08-22,NSE,30,415.5,13:05:38,,,,buy,cash,b22459841637362de486f4eab0e12b04,2b627d202bc05d1e66d51daecabe6ec5
AMBUJACEM,2022-08-22,NSE,130,410.0,14:42:27,,,,sell,cash,7649a0674c892f0b2f8fee8b65fc5c1e,2b627d202bc05d1e66d51daecabe6ec5
INDIACEM,2022-08-23,NSE,320,209.85,10:26:39,,,,buy,cash,3a88983492b65bd402c2a6cc83775a7a,b69113107763bc62b4607959cf812440
INDIACEM,2022-08-23,NSE,320,209.0,10:35:14,,,,sell,cash,e0d07796eefc9db913ced34f925762aa,b69113107763bc62b4607959cf812440
MPHASIS,2022-08-23,NSE,25,2275.45,10:41:10,,,,buy,cash,8450ef759a439a2db3c9c5e630fe4f1b,38f7cfb3fdc79bfe4ef2b6a644646011
MPHASIS,2022-08-23,NSE,25,2261.05,10:48:10,,,,sell,cash,10122f920ebeec281b7a742816fefb0d,38f7cfb3fdc79bfe4ef2b6a644646011
LTTS,2022-08-23,NSE,25,3544.0,10:57:13,,,,buy,cash,9cd888e26a6054a8b663e329b411f9d5,5aa7ac4be099d4d569f815bf71bd0246
LTTS,2022-08-23,NSE,5,3539.0,11:09:12,,,,buy,cash,1fb9f0628f93af24ef6da2269dfe750b,5aa7ac4be099d4d569f815bf71bd0246
LTTS,2022-08-23,NSE,25,3571.0,11:54:40,,,,sell,cash,f7ffd7aaa376d8c00bbd7b54da60a7c4,5aa7ac4be099d4d569f815bf71bd0246
LTTS,2022-08-23,NSE,5,3569.6099999999997,11:54:47,,,,sell,cash,140f65b7a5c96a2690895af8d6203f70,5aa7ac4be099d4d569f815bf71bd0246
NAM-INDIA,2022-08-24,NSE,250,317.3,10:04:32,,,,buy,cash,58c85c574c9056244c139bf830319eeb,6b159b83226be87467ab36d1cc69e13b
NAM-INDIA,2022-08-24,NSE,250,317.6,10:24:40,,,,sell,cash,b60c02f6fc1bd6ee795a5f203a5346a3,6b159b83226be87467ab36d1cc69e13b
DELTACORP,2022-08-24,NSE,100,215.0975,10:54:58,,,,sell,cash,4434ee672b696084c670613d66221e20,f057b3d23a2c401715359aa27ba53ce3
DELTACORP,2022-08-24,NSE,100,214.8,11:11:51,,,,buy,cash,e742944197ea55b588f1cf17a966659c,f057b3d23a2c401715359aa27ba53ce3
SUNTV,2022-08-24,NSE,20,504.9375,11:25:50,,,,sell,cash,e40481c4ad78443f86ac41b1a8ec1fe2,e1157a10dabb0b61112710f71a20cf17
SUNTV,2022-08-24,NSE,100,505.5,11:31:17,,,,sell,cash,181652456f3984ee38eac38dfac7c7fe,e1157a10dabb0b61112710f71a20cf17
SUNTV,2022-08-24,NSE,40,502.99875000000003,12:03:36,,,,buy,cash,b5a987d39f84273386b9cd582b075461,e1157a10dabb0b61112710f71a20cf17
SUNTV,2022-08-24,NSE,20,504.6,12:25:28,,,,sell,cash,78543062f52b894283f717b4261c6544,e1157a10dabb0b61112710f71a20cf17
SUNTV,2022-08-24,NSE,20,503.1,12:46:56,,,,buy,cash,0b2e3ce78bc991c3c7adc07227d00090,e1157a10dabb0b61112710f71a20cf17
SUNTV,2022-08-24,NSE,80,503.36875,12:47:22,,,,buy,cash,30978c54fc2f6ea95faefd18618498a7,e1157a10dabb0b61112710f71a20cf17
NMDC,2022-08-24,NSE,150,121.75,12:55:39,,,,buy,cash,0dd2b8c014ed06745ebe4cb0a0b2c0d0,59559e880f3207bbdbf12a9ea155d8a3
NMDC,2022-08-24,NSE,200,121.4,13:00:19,,,,buy,cash,72391c0d1ccc86e4e3b3d69c63556066,59559e880f3207bbdbf12a9ea155d8a3
NMDC,2022-08-24,NSE,350,122.1,13:45:29,,,,sell,cash,3e4b460b44582cc00da1dc47ba83b4dc,59559e880f3207bbdbf12a9ea155d8a3
BHEL,2022-08-25,NSE,500,58.15,10:16:04,,,,buy,cash,0b74efcdb17c0cda3ae2919b77d01f2b,ebc316a31d90dca4824f5b5fa7dc655a
BHEL,2022-08-25,NSE,500,57.95,10:20:02,,,,sell,cash,2af34a8c062406987afab0cae1494a7f,ebc316a31d90dca4824f5b5fa7dc655a
COROMANDEL,2022-08-25,NSE,50,1016.97,10:28:16,,,,buy,cash,39bafb40a9b47da2beb83a51f2b816ed,023e6757e49558262fa422086c673be9
CROMPTON,2022-08-25,NSE,30,411.7,10:33:19,,,,sell,cash,5413a35d718ba58b7004076b9df1c5f8,fa5925ceda31f04797d2fa448c95600d
COROMANDEL,2022-08-25,NSE,20,1018.085,10:35:52,,,,sell,cash,1bf5ceeba6bddb6cd0a71448e119c260,023e6757e49558262fa422086c673be9
CROMPTON,2022-08-25,NSE,30,408.5,10:37:06,,,,buy,cash,420ba204a9f6e35033ffb37c3d2e9e83,fa5925ceda31f04797d2fa448c95600d
CROMPTON,2022-08-25,NSE,30,409.8666666666667,10:38:38,,,,buy,cash,e1851db91a42593b8f689369183bffba,163afdbc1f4a262508321f7a36ad0b5b
CROMPTON,2022-08-25,NSE,30,409.9,10:38:55,,,,sell,cash,381c91a85ead2a34d773a7929ba8abec,163afdbc1f4a262508321f7a36ad0b5b
COROMANDEL,2022-08-25,NSE,30,1024.0,10:52:15,,,,sell,cash,84abb4dd796833e276d08801c61e3dea,023e6757e49558262fa422086c673be9
CROMPTON,2022-08-25,NSE,30,411.0,12:39:44,,,,sell,cash,bfd81fd7fa7b3198a2d946635a1553c8,3e0e3fd34e9df61f6ec311e535bb3c50
CROMPTON,2022-08-25,NSE,100,412.5,12:39:45,,,,sell,cash,551def7ed83b49bc5877b7c639214bfd,3e0e3fd34e9df61f6ec311e535bb3c50
CROMPTON,2022-08-25,NSE,130,409.5,13:25:19,,,,buy,cash,eca49480f8f51ed0f05056b1ad91562a,3e0e3fd34e9df61f6ec311e535bb3c50
INDIAMART,2022-08-26,NSE,40,4324.0,09:17:31,,,,sell,cash,5f9e85186cf19a934ddc38e6aaed1a1d,603440e95e67bec0e88372156706866e
INDIAMART,2022-08-26,NSE,30,4324.0,09:18:31,,,,sell,cash,029a2df519eff57227479c4fd1e81e9b,603440e95e67bec0e88372156706866e
INDIAMART,2022-08-26,NSE,5,4303.0,09:20:40,,,,buy,cash,da1d9d1c26b5ebc6663468671f5eb6e6,603440e95e67bec0e88372156706866e
INDIAMART,2022-08-26,NSE,65,4303.0,09:23:16,,,,buy,cash,a8d28c5acc4ac7c3430fefd88f6d90bf,603440e95e67bec0e88372156706866e
M&M,2022-08-26,NSE,20,1296.7,10:32:40,,,,sell,cash,d5e3052b5cb81241baedca734b014aaf,d96c1d70159e93d920a2ad00a6affba9
M&M,2022-08-26,NSE,5,1298.0,10:34:30,,,,sell,cash,136b9f16647683328faa0440a88da31b,d96c1d70159e93d920a2ad00a6affba9
M&M,2022-08-26,NSE,25,1287.4,10:49:28,,,,buy,cash,cc3f0db18627c57c29e0824ff153304c,d96c1d70159e93d920a2ad00a6affba9
BEL,2022-08-26,NSE,60,306.55,11:10:18,,,,sell,cash,37b609c92645947e49960eea02219ed9,954a34ce7b73cff0fe9ac729f27d1158
BEL,2022-08-26,NSE,100,307.1,12:27:12,,,,sell,cash,612da66a4167e4554d94a9e464252c89,954a34ce7b73cff0fe9ac729f27d1158
BEL,2022-08-26,NSE,160,306.30000000000007,14:14:39,,,,buy,cash,f0d5caaa0c2c20fe17e555b3fceca0a8,954a34ce7b73cff0fe9ac729f27d1158
EICHERMOT,2022-08-29,NSE,150,3265.0,09:16:02,,,,buy,cash,b27a1679e7c3815ca61e228cdd7a1378,56b16c3567cbee473281f4715d47c493
EICHERMOT,2022-08-29,NSE,150,3291.0,09:21:13,,,,sell,cash,0e7063243b19ae7af4729d05ce01a455,56b16c3567cbee473281f4715d47c493
TATASTEEL,2022-08-29,NSE,300,104.7,10:45:13,,,,buy,cash,38ec8304c7aa5048b9d0c05a09d41913,178b54143287c18f7ad554ab7700443b
TATASTEEL,2022-08-29,NSE,300,104.6,10:46:43,,,,sell,cash,8bebdf1fc47c774ae620eef33043ba75,178b54143287c18f7ad554ab7700443b
DABUR,2022-08-29,NSE,35,579.0228571428571,10:52:37,,,,sell,cash,88c27be5fce28b07fe5f70f09bf234d3,196af2b90987385fefe931f2130e19ed
COLPAL,2022-08-29,NSE,10,1638.2,12:03:16,,,,sell,cash,ad5601e4f7460184b8f73651613c3f2d,0d1f42f6fe79b3b69c1c15671673cbc9
COLPAL,2022-08-29,NSE,100,1643.0,12:28:53,,,,sell,cash,c424f2f8a5af13466e8dff7bc312f7b2,0d1f42f6fe79b3b69c1c15671673cbc9
COLPAL,2022-08-29,NSE,20,1640.5900000000001,12:33:59,,,,buy,cash,8a411f4a7ab278ee74e5e6f62c599208,0d1f42f6fe79b3b69c1c15671673cbc9
COLPAL,2022-08-29,NSE,90,1634.0,12:42:33,,,,buy,cash,a2d819602a571b09ab4927a3b21b54f6,0d1f42f6fe79b3b69c1c15671673cbc9
DABUR,2022-08-29,NSE,10,575.55,12:56:40,,,,buy,cash,ef7449bdd1e137ac72875efe9683da4c,196af2b90987385fefe931f2130e19ed
DABUR,2022-08-29,NSE,25,573.8,13:14:35,,,,buy,cash,d80cbeddbb48a9517261df6f4fa77f70,196af2b90987385fefe931f2130e19ed
COLPAL,2022-08-30,NSE,92,1643.0168478260869,09:24:09,,,,sell,cash,0cec4ce6b725ecdba942785bfe4e68ee,4732a571bc3ddebc7a9de2d2415efc1f
COLPAL,2022-08-30,NSE,80,1642.65,09:42:44,,,,sell,cash,55ac3a621ae512f76fc786d0477c729c,4732a571bc3ddebc7a9de2d2415efc1f
COLPAL,2022-08-30,NSE,172,1640.7,10:10:26,,,,buy,cash,2e47c31e0916bef2e5afd2d82afb96b4,4732a571bc3ddebc7a9de2d2415efc1f
SRF,2022-08-30,NSE,5,2539.95,12:53:36,,,,sell,cash,f5bfdf367a2e4bf39f188b5a8527e0cd,1429416d3a4e7d6ffc0cb41646ad91fd
SRF,2022-08-30,NSE,3,2536.35,12:54:15,,,,sell,cash,8e1ae3b544020ed93390253a6b3ef8b4,1429416d3a4e7d6ffc0cb41646ad91fd
SRF,2022-08-30,NSE,5,2542.0,12:55:37,,,,sell,cash,1fce7140fbe15178c85c22b4eb49fe5f,1429416d3a4e7d6ffc0cb41646ad91fd
SRF,2022-08-30,NSE,13,2538.0,12:59:20,,,,buy,cash,09731f37eda30a5eb63e859a0dacc3b2,1429416d3a4e7d6ffc0cb41646ad91fd
RELIANCE,2022-08-30,NSE,10,2627.0999999999995,13:02:12,,,,sell,cash,ee0e90271794001d6a16bb3532bc0fc9,3a00ec6ab56c6acb113466bc34c9f468
RELIANCE,2022-08-30,NSE,10,2622.0,14:59:45,,,,buy,cash,0b7b0b974cd53718076113e66292c0eb,3a00ec6ab56c6acb113466bc34c9f468
PAGEIND,2022-09-01,NSE,3,50920.0,09:20:03,,,,sell,cash,74ebf29733710a9176378ec7dbc98b6d,11d46a505642ae7ab593d31c0af08aec
PAGEIND,2022-09-01,NSE,3,50994.75,10:11:39,,,,sell,cash,477803f45182369b34521b09938959d2,11d46a505642ae7ab593d31c0af08aec
PAGEIND,2022-09-01,NSE,6,51070.0,10:12:36,,,,buy,cash,661ddbc611404d97cd566ca55d7550f5,11d46a505642ae7ab593d31c0af08aec
RELIANCE,2022-09-01,NSE,20,2596.55,10:38:19,,,,sell,cash,4631d58d86df91888963665257888142,1822b286db5c66b02e99a9045519023e
RELIANCE,2022-09-01,NSE,5,2595.25,10:40:07,,,,sell,cash,928cd354f0b1edf3430fe69a33dc5aa4,1822b286db5c66b02e99a9045519023e
RELIANCE,2022-09-01,NSE,25,2595.0,10:44:30,,,,sell,cash,6da942cfd535cf9a42b4a63eaebe9356,1822b286db5c66b02e99a9045519023e
RELIANCE,2022-09-01,NSE,50,2575.0,13:09:04,,,,buy,cash,7ecea4ef9c7b79adb51ef44e06d29832,1822b286db5c66b02e99a9045519023e
ADANIENT,2022-09-02,NSE,2,3244.8,09:34:07,,,,sell,cash,b70cc58c3002f94a9be03feb7f7bef31,457542afee6398b4f7ffc3988d4b0fb5
ADANIENT,2022-09-02,NSE,3,3252.0,09:58:17,,,,sell,cash,c7de33def0e3a5d006c763de59e9d058,457542afee6398b4f7ffc3988d4b0fb5
ADANIENT,2022-09-02,NSE,30,3261.0,09:59:11,,,,sell,cash,e5c6ac9e5eb1e10489c3d9f99890ad92,457542afee6398b4f7ffc3988d4b0fb5
