symbol,exchange,quantity,strikePrice,expiryDate,optionsType,tradeType,assetType,id,entryPrice,entryDate,entryTime,exitPrice,exitDate,exitTime,breakeven,avgBuyPrice,avgSellPrice,isOpen,stoploss,target,note,setup,tradeId
TATACHEM,NSE,150,,,,buy,cash,0ce7695124084400c3248cb9146db6b6,1100.3,2022-09-29,10:52:23,1091.0,2022-09-29,11:15:36,4,1100.3,1091.0,0,0,0,,,
WIPRO,NSE,580,,,,sell,cash,c8fff31a8f2900c1ae1bfa899a7cd532,438.0,2022-08-11,09:57:31,438.25,2022-08-11,15:16:13,2,438.25,438.0,0,0,0,,,
TRENT,NSE,380,,,,sell,cash,cd9cc5b5d7fb1b6a67b8702ae267e216,1347.0,2022-08-12,09:07:08,1334.95,2022-08-12,09:18:58,2,1334.95,1347.0,0,0,0,,,
TRENT,NSE,190,,,,sell,cash,fe5f9bc5275b6879b7a1c50ac52553fb,1390.6,2022-08-16,09:07:12,1400.0,2022-08-16,09:16:32,2,1400.0,1390.6,0,0,0,,,
TRENT,NSE,55,,,,buy,cash,c12d8bc99a0cc105b33d24230c30bd85,1435.0,2022-08-16,10:17:09,1426.0,2022-08-16,11:13:24,2,1435.0,1426.0,0,0,0,,,
TRENT,NSE,35,,,,sell,cash,38b78aae86e84fd7f3501f2428a98a1a,1437.37,2022-09-13,10:36:20,1437.66,2022-09-13,11:46:10,3,1437.66,1437.37,0,0,0,,,
DIVISLAB,NSE,200,,,,buy,cash,b424475e85f703d34d4113bdc4a5aea8,3847.8,2022-08-12,10:00:41,3836.35,2022-08-12,10:27:16,4,3847.8,3836.35,0,0,0,,,
DIVISLAB,NSE,50,,,,buy,cash,f14590c7694b203e8a8c1b480218069e,3835.46,2022-08-12,10:32:35,3862.0,2022-08-12,12:29:00,4,3835.46,3862.0,0,0,0,,,
DIVISLAB,NSE,240,,,,buy,cash,e31d1fdb3f51ee8b09d44e32faf16561,3763.91,2022-08-12,12:33:23,3719.57,2022-08-12,13:38:08,9,3763.91,3719.57,0,0,0,,,
APOLLOHOSP,NSE,58,,,,sell,cash,55cb1934d4483055596e0f4fbaabfba6,4307.0,2022-08-16,09:30:31,4335.5,2022-08-16,09:59:01,2,4335.5,4307.0,0,0,0,,,
ASIANPAINT,NSE,23,,,,buy,cash,170bddbae6baef6afbcbfba15584a10c,3493.85,2022-08-16,09:52:16,3478.35,2022-08-16,14:48:47,2,3493.85,3478.35,0,0,0,,,
AMBUJACEM,NSE,1250,,,,sell,cash,fc87ecafaeebf5a4a964363e5829b078,398.75,2022-08-17,09:07:13,401.65,2022-08-17,09:18:37,2,401.65,398.75,0,0,0,,,
AMBUJACEM,NSE,385,,,,sell,cash,9b1d47c4906f8659b48b8e97f5dc9462,403.3,2022-08-17,09:56:42,403.95,2022-08-17,09:59:42,2,403.95,403.3,0,0,0,,,
AMBUJACEM,NSE,180,,,,buy,cash,2b627d202bc05d1e66d51daecabe6ec5,416.71,2022-08-22,10:05:13,412.64,2022-08-22,14:42:27,5,416.71,412.64,0,0,0,,,
AMBUJACEM,NSE,1400,,,,sell,cash,b8abb57870395fa3458c825e62740b9a,440.05,2022-09-07,09:07:57,443.9,2022-09-07,09:19:41,2,443.9,440.05,0,0,0,,,
AMBUJACEM,NSE,224,,,,sell,cash,019d7c480e75f6779547ab7b0caf961f,442.9,2022-09-07,09:26:36,446.45,2022-09-07,09:32:29,2,446.45,442.9,0,0,0,,,
AMBUJACEM,NSE,850,,,,sell,cash,ac8331d80f34270e5ccd0f9549aff65d,453.95,2022-09-08,09:07:58,450.0,2022-09-08,09:18:35,3,450.0,453.95,0,0,0,,,
AMBUJACEM,NSE,450,,,,sell,cash,00665df361f8a5168ca7724585afe9c4,561.7,2022-09-19,10:33:03,561.05,2022-09-19,10:48:13,8,561.05,561.7,0,0,0,,,
AMBUJACEM,NSE,40,,,,buy,cash,3cc23900c4f0d5c0a1e709e4a78a9f33,558.92,2022-09-19,10:52:38,560.9,2022-09-19,10:56:28,3,558.92,560.9,0,0,0,,,
AMBUJACEM,NSE,100,,,,sell,cash,bba2fe195d2804bcad96ef39e3598ad3,562.2,2022-09-19,10:58:36,560.25,2022-09-19,11:26:16,3,560.25,562.2,0,0,0,,,
AMBUJACEM,NSE,30,,,,sell,cash,64f19e924ff38c5cb7709e277891a425,566.7,2022-09-19,11:59:11,564.4,2022-09-19,12:08:30,3,564.4,566.7,0,0,0,,,
AMBUJACEM,NSE,650,,,,sell,cash,f47471cd63d9774712b09c1881321391,544.31,2022-09-21,12:53:57,545.36,2022-09-21,13:45:02,13,545.36,544.31,0,0,0,,,
AMBUJACEM,NSE,180,,,,sell,cash,689abd2be6624213f32d31de31fec961,540.04,2022-09-22,10:48:14,539.3,2022-09-22,10:54:21,4,539.3,540.04,0,0,0,,,
AMBUJACEM,NSE,300,,,,sell,cash,285a8afb37b27c7affeab83dd6382cae,505.5,2022-10-17,10:30:22,508.13,2022-10-17,11:04:46,2,508.13,505.5,0,0,0,,,
NTPC,NSE,526,,,,buy,cash,d251ca67e73bbda77e30bda8f28c969b,163.0,2022-08-17,09:58:40,162.1,2022-08-17,12:03:50,2,163.0,162.1,0,0,0,,,
NTPC,NSE,3333,,,,sell,cash,5d61654d3b3cc3eae58714ccbcc2a1c8,168.5,2022-09-07,09:07:57,169.2,2022-09-07,09:23:34,2,169.2,168.5,0,0,0,,,
DRREDDY,NSE,25,,,,sell,cash,d70038d9e993ba120ce3976cc058d895,4180.59,2022-08-18,09:41:24,4200.0,2022-08-18,09:45:45,2,4200.0,4180.59,0,0,0,,,
TATAMOTORS,NSE,150,,,,sell,cash,932035eb5e74c799be7014c25daece4f,485.25,2022-08-18,10:02:52,480.5,2022-08-18,11:30:34,2,480.5,485.25,0,0,0,,,
TATAMOTORS,NSE,920,,,,buy,cash,22ab460b3892137dfc40c023ca0f37de,397.8,2022-09-26,09:43:11,398.56,2022-09-26,11:31:11,10,397.8,398.56,0,0,0,,,
HAL,NSE,50,,,,buy,cash,28708037e688950fff540ce2e0896537,2294.0,2022-08-19,09:19:41,2284.0,2022-08-19,09:30:25,2,2294.0,2284.0,0,0,0,,,
HAL,NSE,5,,,,sell,cash,7667ef0a1f3fdba17516e60f1638fee1,2545.0,2022-11-03,10:28:07,2527.0,2022-11-03,10:47:32,2,2527.0,2545.0,0,0,0,,,
COFORGE,NSE,15,,,,sell,cash,9775c1733104040e297112ab35d122f9,4055.0,2022-08-19,09:53:17,4016.0,2022-08-19,10:02:06,3,4016.0,4055.0,0,0,0,,,
COFORGE,NSE,53,,,,sell,cash,7cba26e035524241b01227c792dd8923,3403.28,2022-09-22,10:57:57,3425.0,2022-09-22,11:01:58,5,3425.0,3403.28,0,0,0,,,
COFORGE,NSE,40,,,,sell,cash,3db80fdf136205fd69934402bc7e94f6,3425.9,2022-09-22,11:02:44,3390.82,2022-09-22,11:25:25,4,3390.82,3425.9,0,0,0,,,
TATACOMM,NSE,370,,,,sell,cash,8224664905d2d48fc21b0dc7217760ba,1128.49,2022-08-22,09:07:18,1136.9,2022-08-22,09:21:51,3,1136.9,1128.49,0,0,0,,,
TATACOMM,NSE,110,,,,buy,cash,7438930d81640d5ef40356c58e6301df,1158.92,2022-08-22,09:39:48,1158.8,2022-08-22,10:10:54,5,1158.92,1158.8,0,0,0,,,
INDIACEM,NSE,320,,,,buy,cash,b69113107763bc62b4607959cf812440,209.85,2022-08-23,10:26:39,209.0,2022-08-23,10:35:14,2,209.85,209.0,0,0,0,,,
INDIACEM,NSE,400,,,,sell,cash,b716513bc18e7477b0bc4be563f9d6c6,277.96,2022-09-16,12:35:23,274.4,2022-09-16,13:01:04,3,274.4,277.96,0,0,0,,,
INDIACEM,NSE,250,,,,buy,cash,238b873b8f5d8e0a6c7b3f597dbae9ac,275.68,2022-09-21,10:42:02,276.2,2022-09-21,10:55:56,4,275.68,276.2,0,0,0,,,
INDIACEM,NSE,1500,,,,sell,cash,a56c2f60464d52f142108115609e6692,261.57,2022-09-30,12:35:16,263.8,2022-09-30,13:19:28,3,263.8,261.57,0,0,0,,,
MPHASIS,NSE,25,,,,buy,cash,38f7cfb3fdc79bfe4ef2b6a644646011,2275.45,2022-08-23,10:41:10,2261.05,2022-08-23,10:48:10,2,2275.45,2261.05,0,0,0,,,
LTTS,NSE,30,,,,buy,cash,5aa7ac4be099d4d569f815bf71bd0246,3543.17,2022-08-23,10:57:13,3570.77,2022-08-23,11:54:47,4,3543.17,3570.77,0,0,0,,,
SUNTV,NSE,140,,,,sell,cash,e1157a10dabb0b61112710f71a20cf17,505.29,2022-08-24,11:25:50,503.22,2022-08-24,12:47:22,6,503.22,505.29,0,0,0,,,
NMDC,NSE,350,,,,buy,cash,59559e880f3207bbdbf12a9ea155d8a3,121.55,2022-08-24,12:55:39,122.1,2022-08-24,13:45:29,3,121.55,122.1,0,0,0,,,
BHEL,NSE,500,,,,buy,cash,ebc316a31d90dca4824f5b5fa7dc655a,58.15,2022-08-25,10:16:04,57.95,2022-08-25,10:20:02,2,58.15,57.95,0,0,0,,,
M&M,NSE,25,,,,sell,cash,d96c1d70159e93d920a2ad00a6affba9,1296.96,2022-08-26,10:32:40,1287.4,2022-08-26,10:49:28,3,1287.4,1296.96,0,0,0,,,
BEL,NSE,160,,,,sell,cash,954a34ce7b73cff0fe9ac729f27d1158,306.89,2022-08-26,11:10:18,306.3,2022-08-26,14:14:39,3,306.3,306.89,0,0,0,,,
DABUR,NSE,35,,,,sell,cash,196af2b90987385fefe931f2130e19ed,579.02,2022-08-29,10:52:37,574.3,2022-08-29,13:14:35,3,574.3,579.02,0,0,0,,,
COLPAL,NSE,110,,,,sell,cash,0d1f42f6fe79b3b69c1c15671673cbc9,1642.56,2022-08-29,12:03:16,1635.2,2022-08-29,12:42:33,4,1635.2,1642.56,0,0,0,,,
COLPAL,NSE,172,,,,sell,cash,4732a571bc3ddebc7a9de2d2415efc1f,1642.85,2022-08-30,09:24:09,1640.7,2022-08-30,10:10:26,3,1640.7,1642.85,0,0,0,,,
RELIANCE,NSE,10,,,,sell,cash,3a00ec6ab56c6acb113466bc34c9f468,2627.1,2022-08-30,13:02:12,2622.0,2022-08-30,14:59:45,2,2622.0,2627.1,0,0,0,,,
RELIANCE,NSE,50,,,,sell,cash,1822b286db5c66b02e99a9045519023e,2595.64,2022-09-01,10:38:19,2575.0,2022-09-01,13:09:04,4,2575.0,2595.64,0,0,0,,,
RELIANCE,NSE,50,,,,sell,cash,66f6bdff917bb06e608e5e59b9ee7914,2512.55,2022-09-19,11:01:19,2495.06,2022-09-19,11:40:29,5,2495.06,2512.55,0,0,0,,,
RELIANCE,NSE,40,,,,sell,cash,cd0eb8b84bcd1b5e06fa334bcd35ef47,2512.0,2022-09-19,12:05:14,2514.7,2022-09-19,14:17:14,4,2514.7,2512.0,0,0,0,,,
RELIANCE,NSE,150,,,,sell,cash,f84a7ea9b6bffaa8bac7129b877bc430,2390.13,2022-09-27,11:42:31,2404.9,2022-09-27,12:40:12,4,2404.9,2390.13,0,0,0,,,
RELIANCE,NSE,20,,,,sell,cash,04439657f9a2a371a09c6f98c4739315,2420.2,2022-09-27,13:25:15,2408.25,2022-09-27,14:27:33,2,2408.25,2420.2,0,0,0,,,
ADANIENT,NSE,35,,,,sell,cash,457542afee6398b4f7ffc3988d4b0fb5,3259.3,2022-09-02,09:34:07,3263.0,2022-09-02,10:27:26,4,3263.0,3259.3,0,0,0,,,
ADANIENT,NSE,20,,,,sell,cash,1c4026934c9b8ee773277d22053d5c7e,3356.75,2022-09-02,12:20:31,3339.18,2022-09-02,13:09:01,5,3339.18,3356.75,0,0,0,,,
ADANIENT,NSE,45,,,,sell,cash,bbf066016e373965a01e7890759a10b1,3437.87,2022-09-06,12:54:22,3435.51,2022-09-06,14:18:27,6,3435.51,3437.87,0,0,0,,,
ADANIENT,NSE,125,,,,sell,cash,a1eb83480858b0808f962488928c12b7,3677.27,2022-09-15,12:40:05,3700.34,2022-09-15,14:01:38,13,3700.34,3677.27,0,0,0,,,
ADANIENT,NSE,10,,,,buy,cash,8fb6e90059b2abbee52f91b7cb4075fb,3591.9,2022-09-26,11:45:06,3613.05,2022-09-26,12:40:00,3,3591.9,3613.05,0,0,0,,,
AMARAJABAT,NSE,450,,,,sell,cash,0dd4776c9e346301d19f42354b3375c0,532.73,2022-09-05,11:16:12,529.0,2022-09-05,11:31:32,4,529.0,532.73,0,0,0,,,
AMARAJABAT,NSE,550,,,,sell,cash,6e03e7c66cc7281bf71b555bbb0f51c3,535.82,2022-09-05,13:40:13,537.25,2022-09-05,14:38:32,7,537.25,535.82,0,0,0,,,
EXIDEIND,NSE,35,,,,buy,cash,c303f5e46babc48b2c9233ec4d273721,169.06,2022-09-05,12:49:45,168.84,2022-09-05,12:55:07,8,169.06,168.84,0,0,0,,,
EXIDEIND,NSE,2900,,,,sell,cash,10a544c273dc5c2b3421a2f17219336b,172.85,2022-09-06,09:16:36,174.0,2022-09-06,09:23:54,2,174.0,172.85,0,0,0,,,
EXIDEIND,NSE,450,,,,sell,cash,4d75b2c0720c2bdd7176e50d6eed83ec,168.97,2022-09-20,10:56:17,167.83,2022-09-20,12:09:44,5,167.83,168.97,0,0,0,,,
DIXON,NSE,116,,,,sell,cash,cb35e18e8710aadd6a1ac3a3b2917664,4245.9,2022-09-06,09:07:06,4205.0,2022-09-06,09:18:03,2,4205.0,4245.9,0,0,0,,,
APOLLOTYRE,NSE,250,,,,buy,cash,b65b57d686f0d728f5e90c2b33cb16a0,267.62,2022-09-06,11:02:50,267.65,2022-09-06,11:10:25,3,267.62,267.65,0,0,0,,,
APOLLOTYRE,NSE,500,,,,buy,cash,1235c97762ed23951f970fe6039b9be2,278.95,2022-09-22,11:31:03,277.61,2022-09-22,12:09:23,4,278.95,277.61,0,0,0,,,
TATAPOWER,NSE,550,,,,sell,cash,3fc1ba0573467a6ab01aa733d0184353,245.35,2022-09-06,11:14:09,245.71,2022-09-06,12:43:10,6,245.71,245.35,0,0,0,,,
TATAPOWER,NSE,500,,,,sell,cash,c3d6a68e4ff3ac6149b2021ff979e7ea,247.2,2022-09-06,14:43:00,247.55,2022-09-06,15:10:17,5,247.55,247.2,0,0,0,,,
ACC,NSE,60,,,,sell,cash,cdf385df0f90d3934dfb36fba2d49c8b,2421.87,2022-09-07,09:38:32,2445.0,2022-09-07,09:54:03,5,2445.0,2421.87,0,0,0,,,
ACC,NSE,20,,,,sell,cash,78ef1ffd45afc235c70212bec742b2b9,2434.57,2022-09-07,09:55:09,2402.8,2022-09-07,11:15:39,5,2402.8,2434.57,0,0,0,,,
ACC,NSE,65,,,,sell,cash,8012238301873c866a83a3f4657a5a9e,2416.26,2022-09-07,12:12:54,2413.1,2022-09-07,14:26:45,6,2413.1,2416.26,0,0,0,,,
ACC,NSE,200,,,,sell,cash,232a9716615aa0051efd0d4e4d104d3f,2420.8,2022-09-08,09:07:58,2430.0,2022-09-08,09:28:36,3,2430.0,2420.8,0,0,0,,,
ACC,NSE,89,,,,sell,cash,bafead1cd5542bbfebc1a8d61507a4ef,2375.0,2022-09-12,09:07:30,2353.99,2022-09-12,09:22:27,2,2353.99,2375.0,0,0,0,,,
ACC,NSE,50,,,,sell,cash,7de031e8de6cb5ab227f305941681a8c,2457.53,2022-09-12,11:41:08,2451.8,2022-09-12,13:12:55,7,2451.8,2457.53,0,0,0,,,
ACC,NSE,5,,,,sell,cash,fa659dfc35159fd939085c2f28a885a7,2683.95,2022-09-14,11:20:33,2663.57,2022-09-14,12:59:32,2,2663.57,2683.95,0,0,0,,,
ACC,NSE,181,,,,buy,cash,decd610a147e7122cb31e65d9f7839c2,2755.0,2022-09-15,09:16:21,2733.8,2022-09-15,09:21:19,2,2755.0,2733.8,0,0,0,,,
ACC,NSE,40,,,,sell,cash,26ef8c8e6d1118c0aa45adbaeadf6353,2633.18,2022-09-21,10:38:38,2612.5,2022-09-21,10:44:17,4,2612.5,2633.18,0,0,0,,,
ULTRACEMCO,NSE,22,,,,sell,cash,4d8e3c7419150a26a6da81191f6b27a3,6848.22,2022-09-08,09:21:53,6880.0,2022-09-08,09:25:12,2,6880.0,6848.22,0,0,0,,,
ULTRACEMCO,NSE,21,,,,buy,cash,8de3d24f57d9513f8feddb1b2c898c3c,6958.0,2022-09-09,09:32:08,6943.0,2022-09-09,09:33:45,2,6958.0,6943.0,0,0,0,,,
JKCEMENT,NSE,170,,,,sell,cash,2ecb43f9cd73a1881643b8faf0ff25de,2960.6,2022-09-09,09:07:03,2978.13,2022-09-09,10:29:18,2,2978.13,2960.6,0,0,0,,,
JKCEMENT,NSE,73,,,,sell,cash,2e93828cd45ab31ef6a873c30a9c6387,2844.95,2022-09-12,09:07:30,2818.6,2022-09-12,09:22:06,2,2818.6,2844.95,0,0,0,,,
JKCEMENT,NSE,175,,,,sell,cash,e0c001d5d372876551537e1a63f6adc7,2909.5,2022-09-21,09:15:19,2918.95,2022-09-21,09:23:38,2,2918.95,2909.5,0,0,0,,,
FSL,NSE,1800,,,,sell,cash,63f5684c4130c52f6f7f38606c8cfdb1,117.5,2022-09-12,09:07:30,117.7,2022-09-12,09:17:37,2,117.7,117.5,0,0,0,,,
BSOFT,NSE,450,,,,sell,cash,546e4238312a7f12d59f01b7da21de88,340.13,2022-09-12,11:38:28,337.42,2022-09-12,13:35:27,4,337.42,340.13,0,0,0,,,
ATUL,NSE,45,,,,sell,cash,acecee5232423c9f18aa4e4b6adf7380,9632.25,2022-09-13,09:07:45,9701.0,2022-09-13,09:17:00,2,9701.0,9632.25,0,0,0,,,
GODREJPROP,NSE,285,,,,sell,cash,930e7864a8dee813756f9008b03fe1e4,1470.0,2022-09-13,09:07:45,1454.78,2022-09-13,09:17:44,3,1454.78,1470.0,0,0,0,,,
OBEROIRLTY,NSE,250,,,,sell,cash,54a41e5571bce2ea54d531730975d0e5,1063.3,2022-09-13,09:07:45,1066.5,2022-09-13,09:33:06,2,1066.5,1063.3,0,0,0,,,
OBEROIRLTY,NSE,250,,,,buy,cash,28fbc8bb3b2f99481090ed3b996f9a66,1053.45,2022-09-13,15:02:59,1053.31,2022-09-13,15:20:57,2,1053.45,1053.31,0,0,0,,,
OBEROIRLTY,NSE,150,,,,sell,cash,8b82aaf375154398a9fa8328c7acc651,902.37,2022-10-11,11:21:13,905.25,2022-10-11,11:26:54,2,905.25,902.37,0,0,0,,,
OBEROIRLTY,NSE,150,,,,sell,cash,28c6ac5bd152d158302f6cdb3cd517b2,905.2,2022-10-11,11:36:18,910.0,2022-10-11,11:57:23,2,910.0,905.2,0,0,0,,,
TATACONSUM,NSE,435,,,,sell,cash,07054b88bf39f13ff360c9e69bbf1003,847.33,2022-09-14,09:17:33,850.0,2022-09-14,09:18:39,2,850.0,847.33,0,0,0,,,
LALPATHLAB,NSE,100,,,,buy,cash,35e0459ed0b8330558f12bf6df918d3b,2408.76,2022-09-14,09:24:49,2408.05,2022-09-14,09:49:25,3,2408.76,2408.05,0,0,0,,,
VEDL,NSE,530,,,,sell,cash,05310271aa0daa43d3db694ec6a11eb2,298.28,2022-09-14,11:27:30,299.32,2022-09-14,13:27:15,8,299.32,298.28,0,0,0,,,
VEDL,NSE,300,,,,sell,cash,758955d5238d1971f47da7a736f8e88e,302.24,2022-09-14,13:29:02,304.0,2022-09-14,13:29:44,4,304.0,302.24,0,0,0,,,
VEDL,NSE,250,,,,sell,cash,989266a373e4938d26a8f49353811549,304.14,2022-09-14,13:30:57,309.0,2022-09-14,13:49:23,4,309.0,304.14,0,0,0,,,
VEDL,NSE,150,,,,sell,cash,157d47b7cb9cc5559ae30d724b724a65,313.77,2022-09-14,13:55:39,309.0,2022-09-14,14:02:32,3,309.0,313.77,0,0,0,,,
VEDL,NSE,60,,,,sell,cash,c26b3f2901f71ee1e81341a296786206,317.22,2022-09-15,09:18:16,314.2,2022-09-15,09:36:55,3,314.2,317.22,0,0,0,,,
PVR,NSE,125,,,,sell,cash,e347e4f3dc2d2fc422673af1caf04afc,1856.89,2022-09-15,09:57:44,1843.67,2022-09-15,10:45:18,6,1843.67,1856.89,0,0,0,,,
PVR,NSE,100,,,,buy,cash,f20cb051b8bd6c97f6aab935791eec47,1790.3,2022-09-16,10:16:49,1780.0,2022-09-16,11:42:31,2,1790.3,1780.0,0,0,0,,,
NATIONALUM,NSE,1100,,,,buy,cash,e9057690d879dba479b3857e63bec398,79.64,2022-09-15,10:48:57,79.5,2022-09-15,12:29:41,5,79.64,79.5,0,0,0,,,
ZEEL,NSE,500,,,,sell,cash,5a5ed3723f68b93717e584afde4b850d,274.71,2022-09-20,10:19:18,273.1,2022-09-20,10:43:59,6,273.1,274.71,0,0,0,,,
HINDUNILVR,NSE,30,,,,sell,cash,88395155f36fdc3e7d46ebb4744dc6ee,2635.65,2022-09-21,11:08:14,2633.53,2022-09-21,11:48:16,4,2633.53,2635.65,0,0,0,,,
IOC,NSE,550,,,,sell,cash,7a683574f20311facef3d5eaa0469c8c,68.85,2022-09-21,11:25:07,68.9,2022-09-21,12:56:00,3,68.9,68.85,0,0,0,,,
INFY,NSE,130,,,,sell,cash,2a7fdae83a6f127410becfdf25226cd2,1385.69,2022-09-21,13:48:43,1378.67,2022-09-21,14:49:21,6,1378.67,1385.69,0,0,0,,,
INFY,NSE,30,,,,sell,cash,b7ba5e0828a2b27cdede680cb07f8de1,1377.4,2022-09-21,14:50:44,1377.75,2022-09-21,14:51:35,2,1377.75,1377.4,0,0,0,,,
INFY,NSE,335,,,,sell,cash,cf0006b49fdceb2ec035ad1cb3d335e1,1476.9,2022-10-17,09:07:34,1478.0,2022-10-17,09:18:28,2,1478.0,1476.9,0,0,0,,,
POWERGRID,NSE,350,,,,sell,cash,e94abf6c20bc5282606759b985efd245,210.0,2022-09-23,11:24:59,208.55,2022-09-23,12:39:34,3,208.55,210.0,0,0,0,,,
POWERGRID,NSE,300,,,,buy,cash,25ef4e0db9e1c8f1f640e6a7a8e85b15,204.45,2022-09-23,13:28:54,203.0,2022-09-23,13:38:44,4,204.45,203.0,0,0,0,,,
POWERGRID,NSE,540,,,,buy,cash,9a5caf60b35513200ec83524c311c892,189.16,2022-09-26,09:30:30,187.29,2022-09-26,09:42:48,6,189.16,187.29,0,0,0,,,
POWERGRID,NSE,550,,,,sell,cash,a19f4223b1c398a601f208897e1848a9,204.33,2022-09-27,10:55:54,206.1,2022-09-27,11:32:31,3,206.1,204.33,0,0,0,,,
ESCORTS,NSE,120,,,,sell,cash,f5fa4e8e783e5a47c2e5e360d6c24e7a,2100.0,2022-09-30,09:07:08,2075.76,2022-09-30,09:30:43,2,2075.76,2100.0,0,0,0,,,
LUPIN,NSE,500,,,,sell,cash,2b156c8c45f3fa1dd5444c6cd6ac2226,670.08,2022-09-30,12:37:41,674.78,2022-09-30,14:55:33,4,674.78,670.08,0,0,0,,,
HINDALCO,NSE,700,,,,sell,cash,b710fad7c7513663eaaac4f23060dcda,380.29,2022-10-03,09:40:35,381.08,2022-10-03,09:42:16,6,381.08,380.29,0,0,0,,,
HINDALCO,NSE,800,,,,sell,cash,799fc2dd253504eb05e9252a28d8fba8,381.31,2022-10-03,09:42:34,382.62,2022-10-03,10:14:31,4,382.62,381.31,0,0,0,,,
GLENMARK,NSE,700,,,,sell,cash,f12e633f5dcedce18a151c6071d5df26,405.39,2022-10-03,09:48:26,401.7,2022-10-03,10:03:18,5,401.7,405.39,0,0,0,,,
GLENMARK,NSE,735,,,,sell,cash,ff9eaa76736e93f5d1cb70cfca4b2e8f,414.35,2022-11-02,09:07:38,416.91,2022-11-02,09:27:47,2,416.91,414.35,0,0,0,,,
GODREJCP,NSE,350,,,,buy,cash,3433fb7c54f27de6675a73801c995f52,839.03,2022-10-07,10:12:19,832.66,2022-10-07,10:55:31,4,839.03,832.66,0,0,0,,,
CUMMINSIND,NSE,230,,,,sell,cash,fe430f7b242c6669894fedd33f0d7969,1300.7,2022-10-31,09:07:19,1318.0,2022-10-31,09:29:12,2,1318.0,1300.7,0,0,0,,,
NAUKRI,NSE,5,,,,buy,cash,d932d4a110e8eec936def1a4fb01e2be,3898.62,2022-11-03,10:09:47,3914.54,2022-11-03,12:30:30,4,3898.62,3914.54,0,0,0,,,
ZYDUSLIFE,NSE,500,,,,sell,cash,6bf98f74bc01937a75ad81a0d05f5090,427.95,2022-12-22,09:07:09,423.0,2022-12-22,09:19:12,2,423.0,427.95,0,0,0,,,
